,0
219,"{'bench': 98.90556335449219, 'truck': 57.98956751823425}"
220,{'person': 82.3413074016571}
221,{'person': 82.86664485931396}
222,
223,"{'person': 58.32091569900513, 'car': 78.83936762809753}"
224,"{'person': 58.32091569900513, 'car': 78.83936762809753}"
225,
226,"{'person': 96.58377170562744, 'cow': 91.50243997573853}"
227,"{'person': 96.58377170562744, 'cow': 91.50243997573853}"
228,{'person': 77.35321521759033}
229,
230,"{'person': 93.85428428649902, 'truck': 86.78312301635742}"
231,"{'person': 93.85428428649902, 'truck': 86.78312301635742}"
232,
233,{'truck': 77.11732983589172}
234,
235,{'person': 84.46784019470215}
236,
237,{'car': 77.75903344154358}
238,
239,{'person': 50.966453552246094}
240,
241,{'car': 92.89669990539551}
242,{'person': 65.84126949310303}
243,
244,{'person': 82.83737897872925}
245,
246,"{'person': 91.40169620513916, 'motorcycle': 51.265496015548706}"
247,"{'person': 91.40169620513916, 'motorcycle': 51.265496015548706}"
248,
249,{'person': 81.78128004074097}
250,
251,{'person': 74.72397089004517}
252,
253,{'person': 82.54683017730713}
254,
255,{'person': 89.8470401763916}
256,{'car': 60.88569760322571}
257,"{'person': 96.17979526519775, 'car': 81.62088990211487}"
258,"{'person': 96.17979526519775, 'car': 81.62088990211487}"
259,"{'person': 93.1023895740509, 'truck': 70.11316418647766}"
260,"{'person': 93.1023895740509, 'truck': 70.11316418647766}"
261,{'person': 74.9549388885498}
262,
263,"{'person': 54.8370361328125, 'car': 56.47914409637451}"
264,"{'person': 54.8370361328125, 'car': 56.47914409637451}"
265,
266,{'person': 97.58814573287964}
267,
268,{'bottle': 87.44421005249023}
269,{'person': 98.47028255462646}
270,{'person': 50.163984298706055}
271,
272,"{'person': 80.76333999633789, 'car': 85.15365719795227}"
273,"{'person': 80.76333999633789, 'car': 85.15365719795227}"
274,"{'person': 80.37739992141724, 'motorcycle': 78.91185283660889}"
275,"{'person': 80.37739992141724, 'motorcycle': 78.91185283660889}"
276,"{'backpack': 59.11835432052612, 'car': 50.90964436531067, 'person': 84.27891135215759}"
277,"{'backpack': 59.11835432052612, 'car': 50.90964436531067, 'person': 84.27891135215759}"
278,"{'backpack': 59.11835432052612, 'car': 50.90964436531067, 'person': 84.27891135215759}"
279,
280,
281,{'car': 96.6273307800293}
282,"{'truck': 67.33534932136536, 'bus': 79.93931770324707}"
283,"{'truck': 67.33534932136536, 'bus': 79.93931770324707}"
284,"{'microwave': 78.88844013214111, 'potted plant': 51.91597938537598, 'vase': 59.811872243881226}"
285,"{'microwave': 78.88844013214111, 'potted plant': 51.91597938537598, 'vase': 59.811872243881226}"
286,"{'microwave': 78.88844013214111, 'potted plant': 51.91597938537598, 'vase': 59.811872243881226}"
287,{'person': 88.5479211807251}
288,
289,"{'person': 51.35641098022461, 'truck': 56.83873891830444}"
290,"{'person': 51.35641098022461, 'truck': 56.83873891830444}"
291,
292,
293,{'person': 90.13845324516296}
294,
295,{'person': 56.577521562576294}
296,
297,
298,{'person': 91.27010703086853}
299,
300,{'person': 64.23419713973999}
301,
302,{'person': 64.17316794395447}
303,
304,
305,{'person': 72.18862175941467}
306,
307,{'person': 53.19637060165405}
308,
309,{'person': 99.13274049758911}
310,{'person': 59.83166694641113}
311,
312,{'person': 84.42797660827637}
313,
314,
315,{'car': 81.73323273658752}
316,{'car': 91.9284999370575}
317,{'truck': 85.566246509552}
318,"{'handbag': 52.40473747253418, 'person': 92.19876527786255}"
319,"{'handbag': 52.40473747253418, 'person': 92.19876527786255}"
320,"{'person': 85.27374267578125, 'car': 66.2628710269928}"
321,"{'person': 85.27374267578125, 'car': 66.2628710269928}"
322,"{'potted plant': 51.15523934364319, 'suitcase': 52.90954113006592, 'truck': 69.16382908821106, 'person': 62.3842716217041}"
323,"{'potted plant': 51.15523934364319, 'suitcase': 52.90954113006592, 'truck': 69.16382908821106, 'person': 62.3842716217041}"
324,"{'potted plant': 51.15523934364319, 'suitcase': 52.90954113006592, 'truck': 69.16382908821106, 'person': 62.3842716217041}"
325,"{'potted plant': 51.15523934364319, 'suitcase': 52.90954113006592, 'truck': 69.16382908821106, 'person': 62.3842716217041}"
326,
327,{'person': 97.77206778526306}
328,{'person': 99.1565465927124}
329,{'truck': 96.23092412948608}
330,{'truck': 61.298543214797974}
331,{'person': 86.31448149681091}
332,"{'person': 99.74445700645447, 'car': 99.35173988342285}"
333,"{'person': 99.74445700645447, 'car': 99.35173988342285}"
334,{'person': 99.61190223693848}
335,{'person': 61.08774542808533}
336,
337,{'chair': 64.00039196014404}
338,{'person': 52.59872078895569}
339,{'person': 64.28797245025635}
340,
341,{'person': 98.37668538093567}
342,
343,{'car': 81.52505159378052}
344,{'person': 54.88473176956177}
345,
346,{'car': 94.41428184509277}
347,
348,{'person': 89.0411376953125}
349,
350,
351,"{'motorcycle': 74.55682754516602, 'person': 85.92249155044556}"
352,"{'motorcycle': 74.55682754516602, 'person': 85.92249155044556}"
353,
354,{'car': 76.62211656570435}
355,
356,{'person': 95.06237506866455}
357,
358,{'potted plant': 82.7600359916687}
359,{'person': 59.22175645828247}
360,
361,
362,{'car': 82.65327215194702}
363,{'person': 71.44424319267273}
364,"{'chair': 59.74138379096985, 'potted plant': 56.9568395614624}"
365,"{'chair': 59.74138379096985, 'potted plant': 56.9568395614624}"
366,
367,{'person': 73.15737009048462}
368,"{'truck': 57.07961916923523, 'car': 79.27886247634888}"
369,"{'truck': 57.07961916923523, 'car': 79.27886247634888}"
370,
371,{'person': 80.62992095947266}
372,"{'person': 88.14447522163391, 'car': 81.93187713623047}"
373,"{'person': 88.14447522163391, 'car': 81.93187713623047}"
374,
375,{'car': 93.57309341430664}
376,
377,"{'person': 87.07947731018066, 'car': 99.24870729446411}"
378,"{'person': 87.07947731018066, 'car': 99.24870729446411}"
379,"{'person': 66.50316715240479, 'boat': 63.95764350891113}"
380,"{'person': 66.50316715240479, 'boat': 63.95764350891113}"
381,"{'chair': 84.23486948013306, 'person': 54.849058389663696}"
382,"{'chair': 84.23486948013306, 'person': 54.849058389663696}"
383,{'person': 60.88928580284119}
384,{'car': 93.82967948913574}
385,{'person': 79.08481359481812}
386,
387,{'person': 70.69951295852661}
388,
389,{'person': 74.3144154548645}
390,
391,"{'person': 85.74707508087158, 'backpack': 60.29389500617981}"
392,"{'person': 85.74707508087158, 'backpack': 60.29389500617981}"
393,
394,{'person': 90.20411968231201}
395,{'person': 88.16733360290527}
396,
397,{'person': 96.26989364624023}
398,{'person': 59.854912757873535}
399,
400,{'truck': 92.39628911018372}
401,{'bench': 50.40134787559509}
402,{'car': 91.13449454307556}
403,{'person': 77.50731706619263}
404,
405,{'person': 81.2783420085907}
406,{'person': 74.93985295295715}
407,
408,{'person': 77.67450213432312}
409,
410,{'person': 93.96997690200806}
411,
412,{'car': 59.906983375549316}
413,
414,{'person': 99.83782768249512}
415,{'car': 79.05653119087219}
416,
417,{'frisbee': 62.97343373298645}
418,{'person': 96.66666984558105}
419,
420,"{'suitcase': 52.359068393707275, 'person': 85.08552312850952}"
421,"{'suitcase': 52.359068393707275, 'person': 85.08552312850952}"
422,
423,{'person': 91.27837419509888}
424,{'person': 82.76142477989197}
425,
426,{'truck': 66.87509417533875}
427,{'person': 89.15356397628784}
428,
429,{'person': 54.426610469818115}
430,
431,{'person': 60.73421835899353}
432,{'person': 50.92794895172119}
433,
434,{'truck': 79.69038486480713}
435,{'person': 71.61690592765808}
436,
437,"{'bowl': 60.642796754837036, 'chair': 51.76594853401184}"
438,"{'bowl': 60.642796754837036, 'chair': 51.76594853401184}"
439,{'person': 92.89408326148987}
440,{'person': 68.36133003234863}
441,
442,{'person': 61.24967336654663}
443,
444,{'car': 92.04745292663574}
445,
446,
447,{'person': 64.2120897769928}
448,"{'person': 85.97349524497986, 'car': 73.81876111030579}"
449,"{'person': 85.97349524497986, 'car': 73.81876111030579}"
450,
451,{'person': 54.27148938179016}
452,
453,{'person': 62.2416615486145}
454,
455,{'car': 98.56972098350525}
456,{'person': 71.04530334472656}
457,
458,{'potted plant': 53.82875204086304}
459,
460,{'person': 85.09255051612854}
461,
462,{'person': 97.29090332984924}
463,{'potted plant': 50.934040546417236}
464,
465,
466,{'person': 82.5394868850708}
467,
468,
469,{'person': 55.760085582733154}
470,{'person': 97.94977903366089}
471,{'truck': 86.15887761116028}
472,
473,"{'car': 81.04881644248962, 'truck': 55.34595847129822}"
474,"{'car': 81.04881644248962, 'truck': 55.34595847129822}"
475,
476,"{'truck': 73.32105040550232, 'car': 77.04370617866516, 'person': 97.92742729187012}"
477,"{'truck': 73.32105040550232, 'car': 77.04370617866516, 'person': 97.92742729187012}"
478,"{'truck': 73.32105040550232, 'car': 77.04370617866516, 'person': 97.92742729187012}"
479,{'person': 91.74356460571289}
480,{'truck': 89.25107717514038}
481,{'person': 75.75674057006836}
482,
483,
484,{'car': 65.99572896957397}
485,
486,
487,"{'car': 52.77717113494873, 'person': 54.989731311798096, 'truck': 50.72181224822998}"
488,"{'car': 52.77717113494873, 'person': 54.989731311798096, 'truck': 50.72181224822998}"
489,"{'car': 52.77717113494873, 'person': 54.989731311798096, 'truck': 50.72181224822998}"
490,
491,{'truck': 77.56270170211792}
492,{'person': 86.71428561210632}
493,
494,{'person': 97.8979229927063}
495,{'motorcycle': 70.79212069511414}
496,"{'person': 65.5339002609253, 'chair': 92.42726564407349}"
497,"{'person': 65.5339002609253, 'chair': 92.42726564407349}"
498,{'person': 57.958853244781494}
499,
500,{'bottle': 70.16012668609619}
501,
502,{'person': 94.5518970489502}
503,{'person': 59.590405225753784}
504,
505,{'person': 85.20520329475403}
506,{'person': 82.5551986694336}
507,{'person': 75.33010244369507}
508,{'person': 84.45026874542236}
509,
510,"{'car': 93.97096633911133, 'chair': 77.7103841304779}"
511,"{'car': 93.97096633911133, 'chair': 77.7103841304779}"
512,
513,{'person': 66.30637645721436}
514,
515,"{'car': 93.1038498878479, 'person': 97.53115177154541}"
516,"{'car': 93.1038498878479, 'person': 97.53115177154541}"
517,
518,{'person': 51.9161581993103}
519,{'car': 98.55882525444031}
520,{'car': 56.63299560546875}
521,
522,{'person': 87.38564252853394}
523,
524,{'truck': 71.29771113395691}
525,{'person': 60.136908292770386}
526,"{'car': 73.07018637657166, 'chair': 55.39570450782776}"
527,"{'car': 73.07018637657166, 'chair': 55.39570450782776}"
528,
529,{'person': 83.58137011528015}
530,
531,{'car': 57.646024227142334}
532,
533,{'potted plant': 62.91062831878662}
534,{'bench': 64.35551047325134}
535,{'person': 98.48408699035645}
536,{'person': 54.72652316093445}
537,"{'remote': 56.658029556274414, 'person': 61.21591329574585}"
538,"{'remote': 56.658029556274414, 'person': 61.21591329574585}"
539,
540,{'car': 98.26133251190186}
541,{'person': 61.3949716091156}
542,
543,{'person': 70.85698246955872}
544,
545,{'person': 63.8536274433136}
546,
547,{'person': 68.00299882888794}
548,
549,"{'person': 64.16192054748535, 'bottle': 54.60207462310791}"
550,"{'person': 64.16192054748535, 'bottle': 54.60207462310791}"
551,
552,{'person': 99.03053045272827}
553,{'dining table': 52.49640345573425}
554,{'person': 64.25439715385437}
555,
556,{'person': 88.11352252960205}
557,
558,{'person': 84.84123945236206}
559,
560,{'person': 97.39000797271729}
561,{'bench': 60.523855686187744}
562,{'person': 82.34562873840332}
563,
564,{'person': 65.0205910205841}
565,
566,{'bench': 85.22546291351318}
567,"{'handbag': 51.51571035385132, 'potted plant': 60.02437472343445, 'person': 94.64402794837952}"
568,"{'handbag': 51.51571035385132, 'potted plant': 60.02437472343445, 'person': 94.64402794837952}"
569,"{'handbag': 51.51571035385132, 'potted plant': 60.02437472343445, 'person': 94.64402794837952}"
570,{'person': 60.25850176811218}
571,
572,"{'car': 56.66021108627319, 'potted plant': 56.72650933265686, 'person': 63.37243914604187, 'cow': 55.572086572647095, 'dog': 80.14194965362549, 'train': 55.88862895965576}"
573,"{'car': 56.66021108627319, 'potted plant': 56.72650933265686, 'person': 63.37243914604187, 'cow': 55.572086572647095, 'dog': 80.14194965362549, 'train': 55.88862895965576}"
574,"{'car': 56.66021108627319, 'potted plant': 56.72650933265686, 'person': 63.37243914604187, 'cow': 55.572086572647095, 'dog': 80.14194965362549, 'train': 55.88862895965576}"
575,"{'car': 56.66021108627319, 'potted plant': 56.72650933265686, 'person': 63.37243914604187, 'cow': 55.572086572647095, 'dog': 80.14194965362549, 'train': 55.88862895965576}"
576,"{'car': 56.66021108627319, 'potted plant': 56.72650933265686, 'person': 63.37243914604187, 'cow': 55.572086572647095, 'dog': 80.14194965362549, 'train': 55.88862895965576}"
577,"{'car': 56.66021108627319, 'potted plant': 56.72650933265686, 'person': 63.37243914604187, 'cow': 55.572086572647095, 'dog': 80.14194965362549, 'train': 55.88862895965576}"
578,
579,{'bench': 82.41469264030457}
580,{'person': 64.71925973892212}
581,
582,"{'car': 54.22895550727844, 'person': 52.905070781707764}"
583,"{'car': 54.22895550727844, 'person': 52.905070781707764}"
584,
585,{'person': 50.36014914512634}
586,
587,"{'bowl': 67.53824949264526, 'person': 95.85649967193604}"
588,"{'bowl': 67.53824949264526, 'person': 95.85649967193604}"
589,{'elephant': 98.70600700378418}
590,{'truck': 72.90690541267395}
591,"{'person': 83.47845077514648, 'fire hydrant': 55.24024963378906}"
592,"{'person': 83.47845077514648, 'fire hydrant': 55.24024963378906}"
593,{'person': 53.27056050300598}
594,
595,{'car': 87.26946115493774}
596,{'person': 79.97241020202637}
597,{'car': 59.35870409011841}
598,
599,{'car': 55.34663796424866}
600,
601,"{'bird': 53.196537494659424, 'person': 72.5695013999939, 'dog': 93.61364841461182}"
602,"{'bird': 53.196537494659424, 'person': 72.5695013999939, 'dog': 93.61364841461182}"
603,"{'bird': 53.196537494659424, 'person': 72.5695013999939, 'dog': 93.61364841461182}"
604,
605,{'person': 67.1549141407013}
606,
607,
608,{'person': 78.27367782592773}
609,
610,{'person': 88.64361047744751}
611,
612,{'bench': 63.92170786857605}
613,{'person': 95.9520697593689}
614,"{'truck': 91.26243591308594, 'car': 96.43875360488892}"
615,"{'truck': 91.26243591308594, 'car': 96.43875360488892}"
616,{'car': 88.14307451248169}
617,{'person': 96.39276266098022}
618,{'bowl': 50.969111919403076}
619,{'car': 92.25564002990723}
620,{'person': 66.00046157836914}
621,
622,{'person': 94.0160870552063}
623,{'person': 75.79928636550903}
624,{'car': 91.0358726978302}
625,"{'car': 54.42768931388855, 'person': 79.22618389129639}"
626,"{'car': 54.42768931388855, 'person': 79.22618389129639}"
627,{'person': 58.948177099227905}
628,
629,{'person': 73.22334051132202}
630,{'chair': 51.85266733169556}
631,{'car': 92.90289878845215}
632,{'person': 53.72899770736694}
633,
634,{'car': 99.2817759513855}
635,{'person': 81.32972717285156}
636,{'person': 75.01123547554016}
637,
638,{'person': 88.02578449249268}
639,
640,{'person': 75.91655254364014}
641,
642,{'truck': 93.57374906539917}
643,{'person': 51.2448251247406}
644,{'car': 55.519384145736694}
645,
646,"{'truck': 59.584593772888184, 'car': 62.03434467315674}"
647,"{'truck': 59.584593772888184, 'car': 62.03434467315674}"
648,{'car': 95.88016867637634}
649,
650,"{'person': 55.22978901863098, 'car': 77.05320715904236}"
651,"{'person': 55.22978901863098, 'car': 77.05320715904236}"
652,"{'person': 58.13434720039368, 'car': 96.23799920082092}"
653,"{'person': 58.13434720039368, 'car': 96.23799920082092}"
654,
655,"{'bowl': 56.76412582397461, 'person': 98.08475375175476}"
656,"{'bowl': 56.76412582397461, 'person': 98.08475375175476}"
657,
658,{'car': 73.01875352859497}
659,{'person': 92.55521297454834}
660,{'person': 65.42792320251465}
661,
662,{'person': 71.78155183792114}
663,{'person': 73.89565706253052}
664,
665,"{'car': 88.11556696891785, 'person': 68.30230951309204}"
666,"{'car': 88.11556696891785, 'person': 68.30230951309204}"
667,
668,{'person': 50.82351565361023}
669,
670,{'person': 93.25724840164185}
671,"{'truck': 50.81617832183838, 'person': 98.37613105773926}"
672,"{'truck': 50.81617832183838, 'person': 98.37613105773926}"
673,{'bird': 52.51913070678711}
674,"{'truck': 64.79926109313965, 'car': 58.465856313705444}"
675,"{'truck': 64.79926109313965, 'car': 58.465856313705444}"
676,{'person': 89.56401348114014}
677,{'person': 91.86390042304993}
678,{'person': 58.08745622634888}
679,
680,"{'person': 68.97935271263123, 'truck': 55.66645860671997}"
681,"{'person': 68.97935271263123, 'truck': 55.66645860671997}"
682,
683,{'car': 75.14303922653198}
684,{'bird': 57.507967948913574}
685,
686,"{'truck': 52.06579566001892, 'car': 51.95877552032471}"
687,"{'truck': 52.06579566001892, 'car': 51.95877552032471}"
688,{'car': 98.82054328918457}
689,{'person': 63.51942420005798}
690,
691,{'person': 65.34672379493713}
692,
693,{'car': 88.31687569618225}
694,{'person': 99.8069167137146}
695,{'person': 93.83960962295532}
696,
697,"{'car': 84.74105596542358, 'fire hydrant': 77.3799180984497}"
698,"{'car': 84.74105596542358, 'fire hydrant': 77.3799180984497}"
699,{'person': 90.898996591568}
700,
701,{'chair': 62.602436542510986}
702,{'person': 70.86590528488159}
703,
704,{'person': 97.78897762298584}
705,{'car': 58.808714151382446}
706,
707,{'person': 94.70604062080383}
708,{'person': 97.85199165344238}
709,
710,{'person': 97.91120290756226}
711,
712,{'person': 74.13989305496216}
713,{'person': 64.39640522003174}
714,
715,{'person': 56.20700120925903}
716,"{'umbrella': 60.251569747924805, 'person': 80.64608573913574}"
717,"{'umbrella': 60.251569747924805, 'person': 80.64608573913574}"
718,
719,"{'car': 88.07619214057922, 'potted plant': 56.0955286026001}"
720,"{'car': 88.07619214057922, 'potted plant': 56.0955286026001}"
721,{'person': 52.69492268562317}
722,
723,{'person': 71.42179608345032}
724,{'person': 59.67927575111389}
725,{'person': 77.46517062187195}
726,
727,{'person': 71.4823842048645}
728,
729,{'sports ball': 81.27789497375488}
730,{'person': 59.54997539520264}
731,{'car': 98.56441020965576}
732,{'car': 89.01470899581909}
733,
734,{'person': 73.8387942314148}
735,
736,{'person': 82.77532458305359}
737,"{'person': 94.72508430480957, 'train': 63.79305124282837}"
738,"{'person': 94.72508430480957, 'train': 63.79305124282837}"
739,{'person': 80.24190068244934}
740,
741,"{'truck': 58.167195320129395, 'person': 68.20018291473389, 'umbrella': 77.37221717834473}"
742,"{'truck': 58.167195320129395, 'person': 68.20018291473389, 'umbrella': 77.37221717834473}"
743,"{'truck': 58.167195320129395, 'person': 68.20018291473389, 'umbrella': 77.37221717834473}"
744,
745,
746,{'potted plant': 65.37400484085083}
747,{'chair': 66.90741181373596}
748,
749,{'potted plant': 54.94231581687927}
750,{'person': 83.35736989974976}
751,{'bowl': 77.40823030471802}
752,
753,{'person': 55.34963011741638}
754,"{'person': 56.57685399055481, 'truck': 58.557963371276855, 'car': 81.3328504562378}"
755,"{'person': 56.57685399055481, 'truck': 58.557963371276855, 'car': 81.3328504562378}"
756,"{'person': 56.57685399055481, 'truck': 58.557963371276855, 'car': 81.3328504562378}"
757,{'person': 72.33946323394775}
758,
759,{'person': 52.19733715057373}
760,
761,{'person': 71.64909243583679}
762,
763,"{'truck': 61.921530961990356, 'car': 60.26483774185181}"
764,"{'truck': 61.921530961990356, 'car': 60.26483774185181}"
765,"{'person': 84.48615670204163, 'fire hydrant': 71.47868871688843}"
