,r0,r1,r2,r3,g0,g1,g2,g3,b0,b1,b2,b3,total_income_2_b,total_deprivations,Wealth_Index,total_deprivations_2,Poor_MPI,Severely_Poor_MPI,train,truck,car,potted plant,person
600,19957,146723,483459,41061,33917,215210,416625,25448,109288,548282,234791,29239,60000.0,0.33399999,-1.3807549,3,Poor,Non_Severely_Poor,0,0,0,0,3
601,37531,211148,376491,66030,29521,234603,368372,58704,132075,378050,340454,71021,0.0,0.44599998,-1.8927544,5,Poor,Non_Severely_Poor,0,0,0,3,0
602,912056,9312,95,137,917737,3634,91,138,1226682,1910,77,131,220000.0,0.33399999,1.2210726,3,Poor,Non_Severely_Poor,0,0,0,0,0
603,74510,144344,553268,149478,78262,245950,469457,127931,188465,577992,293548,168795,130000.0,0.33399999,5.640421400000001,3,Poor,Non_Severely_Poor,0,0,0,1,0
604,126033,141808,413923,239836,141615,207678,548083,24224,280248,545941,302682,99929,308000.0,0.16699999999999998,1.0137926,1,Non_Poor,Non_Severely_Poor,0,0,0,2,2
605,157870,171945,213093,378692,208305,224172,289823,199300,407849,417419,272226,131306,99000.0,0.16699999999999998,0.66282409,1,Non_Poor,Non_Severely_Poor,0,0,0,1,0
606,38523,224756,272379,385942,183995,229074,339051,169480,379609,462912,229015,157264,103000.0,0.16699999999999998,-0.71462876,1,Non_Poor,Non_Severely_Poor,0,0,0,0,1
607,8126,81413,438864,162797,26042,177759,440859,46540,127660,536438,200253,57249,48000.0,0.38999999,-2.2757215,4,Poor,Non_Severely_Poor,0,0,1,0,0
608,16576,357973,388884,158167,26752,361808,370426,162614,60067,452289,643149,73295,20000.0,0.112,-2.3651619,1,Non_Poor,Non_Severely_Poor,0,0,0,0,2
609,322196,251015,171144,177245,358864,245154,168297,149285,446271,409798,278576,94155,30000.0,0.27899998,1.5009093,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
610,68853,346165,414652,91930,77225,418283,325903,100189,128176,644808,366178,89638,90000.0,0.33399999,-0.82901227,3,Poor,Non_Severely_Poor,0,0,0,0,1
611,22102,93759,535039,40300,24765,154142,479664,32629,46405,340247,496899,38049,149000.0,0.16699999999999998,1.1300298999999998,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
612,40471,269438,289628,91663,17763,301328,280841,91268,129599,394296,290064,107641,30000.0,0.33399999,-0.80992967,3,Poor,Non_Severely_Poor,0,0,0,0,4
613,18278,365597,318053,219672,40114,375980,298606,206900,191549,597484,335733,104034,75000.0,0.44599998,-3.6953323,5,Poor,Non_Severely_Poor,0,0,0,0,6
614,295410,107177,208729,310284,274703,170758,275781,200358,323686,266832,448948,189334,122000.0,0.0,0.45436069,1,Non_Poor,Non_Severely_Poor,0,0,1,0,0
615,25356,292904,310293,62647,35589,270659,323707,61245,101617,261218,504683,54082,490000.0,0.22299999,-0.95102376,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
616,68866,179671,442585,78,71423,166636,453027,114,83815,358539,479192,54,250285.72,0.22299999,-0.64534211,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
617,74502,221693,269020,125985,58626,263431,245081,124062,120030,404623,263907,133040,40000.0,0.16699999999999998,0.94611025,1,Non_Poor,Non_Severely_Poor,0,0,0,0,7
618,23786,149983,491296,256535,41306,398535,347303,134456,164925,603737,272149,187989,10000.0,0.33399999,2.6647251,3,Poor,Non_Severely_Poor,0,2,2,0,0
619,54175,303534,420248,143643,86998,347115,386128,101359,353221,600960,159981,114638,46000.0,0.44599998,-1.0621557,5,Poor,Non_Severely_Poor,0,0,0,1,3
620,107351,227783,498666,87800,113845,249400,471280,87075,134532,349530,671626,73112,45000.0,0.50199997,-4.8859296,5,Poor,Poor,0,0,0,0,0
621,193232,326289,236803,165276,233711,377278,132322,178289,599206,345423,68762,215409,,0.16699999999999998,6.872300599999999,1,Non_Poor,Non_Severely_Poor,0,3,4,0,0
622,5865,92897,344766,247672,16378,192724,451572,30526,159442,515975,158023,88160,38000.0,0.61299998,-2.2796218,5,Poor,Poor,0,0,0,1,4
623,55432,284777,359363,222028,113224,262503,369814,176059,378535,399031,279251,171983,90000.0,0.38999999,-0.62051654,4,Poor,Non_Severely_Poor,0,0,0,0,0
624,39148,211076,494283,177093,28027,336238,377574,179761,71111,511905,450747,195037,80000.0,0.38999999,2.9881985,4,Poor,Non_Severely_Poor,0,0,0,0,1
625,47197,339917,382770,151716,57653,317657,399044,147246,108923,562691,415371,141815,285000.0,0.33399999,3.6768327,3,Poor,Non_Severely_Poor,0,0,0,0,3
626,166524,110777,151168,262731,201379,97716,263931,128174,316443,247408,295287,62462,257000.0,0.38999999,3.5210404000000004,4,Poor,Non_Severely_Poor,0,2,1,0,5
627,43623,135635,400258,111684,58175,159342,404753,68930,96223,290833,525303,9241,294500.0,0.33399999,0.049944889000000006,3,Poor,Non_Severely_Poor,0,2,0,3,5
628,230486,229419,151185,310510,241199,202730,224471,253200,350490,316155,299184,262971,65000.0,0.44599998,-1.3851948,5,Poor,Non_Severely_Poor,0,1,1,0,7
629,99534,300475,310314,211277,130196,357346,225574,208484,205926,478882,230177,313815,60000.0,0.44599998,-0.047465975999999986,5,Poor,Non_Severely_Poor,2,0,0,0,1
630,60732,158871,630256,71741,66699,194215,587623,73063,109587,357797,683465,77951,11857.143,0.33399999,-1.1222095,3,Poor,Non_Severely_Poor,0,0,2,2,14
631,95445,194955,368571,262629,122072,241031,394810,163687,232329,519319,283893,193259,70000.0,0.0,-0.22052389,1,Non_Poor,Non_Severely_Poor,0,0,0,0,5
632,66026,286724,429048,139802,75964,339160,381412,125064,180897,595924,279694,172285,0.0,0.44599998,-2.4133482,5,Poor,Non_Severely_Poor,0,0,0,0,13
633,124648,265836,189487,111229,147240,263786,181425,98749,323754,264597,148563,184686,70000.0,0.33399999,1.5154808000000002,3,Poor,Non_Severely_Poor,0,0,0,0,15
634,137893,183024,257843,342840,149209,247320,355355,169716,289301,457903,311110,170486,110000.0,0.22299999,3.2825443999999995,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
635,2996,24030,259523,404651,7134,86331,597608,127,22071,695958,203552,19,40000.0,0.38999999,0.8574325999999999,4,Poor,Non_Severely_Poor,0,0,0,0,0
636,26117,111534,594353,189596,48332,267346,444896,161026,178855,507601,360819,181525,550000.0,0.16699999999999998,5.6384401,1,Non_Poor,Non_Severely_Poor,0,0,3,1,1
637,28857,279582,360698,252463,61734,298419,368850,192597,167169,479383,368767,213481,67000.0,0.38999999,-1.0332372,4,Poor,Non_Severely_Poor,0,0,1,1,0
638,73548,185021,486914,176117,92569,188817,503912,136302,133151,527263,360026,208360,61000.0,0.33399999,-0.78704107,3,Poor,Non_Severely_Poor,0,0,1,0,1
639,90283,442439,234857,154021,86980,423708,237227,173685,154686,597949,310156,166009,6000.0,0.38999999,-0.28742442,4,Poor,Non_Severely_Poor,0,0,0,0,10
640,107410,144490,305897,363803,148486,231150,395456,146508,284019,442880,393197,108704,112000.0,0.33399999,-0.21350825,3,Poor,Non_Severely_Poor,0,0,0,1,3
641,145170,355941,220637,199852,67582,416746,251709,185563,87965,503328,427367,210140,125000.0,0.16699999999999998,1.2270819,1,Non_Poor,Non_Severely_Poor,0,0,0,0,8
642,24800,103353,764576,28871,10469,159018,731607,20506,17449,369451,823161,18739,80000.0,0.33500001,-3.1823146,4,Poor,Non_Severely_Poor,0,0,0,0,2
643,691200,0,0,0,691200,0,0,0,921600,0,0,0,75000.0,0.33399999,-0.81563693,3,Poor,Non_Severely_Poor,0,0,0,0,0
644,19117,74037,613517,214929,13313,141734,763778,2775,60311,406356,761384,749,95000.0,0.38999999,1.176034,4,Poor,Non_Severely_Poor,0,0,0,0,0
645,120326,135847,260559,174468,87608,237147,213092,153353,209414,413660,167156,131370,20000.0,0.55699998,-1.2483281000000002,5,Poor,Poor,0,0,1,0,0
646,58488,63257,397251,402604,71820,250241,529270,70269,96985,698078,394062,39675,160000.0,0.22299999,-0.54616004,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
647,130836,165068,538691,87005,165170,221292,450606,84532,250755,391093,504870,82082,75000.0,0.16699999999999998,0.037860144,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
648,104329,196816,406372,214083,119820,291994,304980,204806,233680,587108,253587,154425,75000.0,0.33399999,2.3406553,3,Poor,Non_Severely_Poor,0,6,6,0,8
649,50921,175842,237830,226607,56990,220330,328147,85733,247544,396165,208126,69765,117000.0,0.22299999,0.43199787,2,Non_Poor,Non_Severely_Poor,0,2,0,0,7
650,31915,156531,363025,139729,106950,189653,296769,97828,173573,345997,310038,91992,190000.0,0.33399999,-0.88012016,3,Poor,Non_Severely_Poor,0,0,2,0,7
651,116825,267558,387769,149448,188350,281282,303242,148726,262951,365572,316044,284233,130000.0,0.33399999,2.1358969,3,Poor,Non_Severely_Poor,0,1,1,0,5
652,19521,167839,389650,114190,32173,228822,373366,56839,130795,568295,179406,43104,175000.0,0.27899998,-3.2122145,2,Non_Poor,Non_Severely_Poor,0,0,0,0,6
653,36976,115015,406639,132570,51708,205592,353124,80776,217059,385495,249750,69296,45000.0,0.27899998,3.2984746,2,Non_Poor,Non_Severely_Poor,0,5,6,0,5
654,86835,492020,160769,181976,95704,492127,150440,183329,118740,689940,179753,240367,230714.28,0.22299999,-0.71862835,2,Non_Poor,Non_Severely_Poor,0,1,0,0,8
655,88292,162951,198298,241659,127623,166246,341717,55614,264591,283690,342256,31063,367000.0,0.38999999,3.554929,4,Poor,Non_Severely_Poor,0,0,1,0,2
656,82756,217718,429581,191545,88028,261241,380749,191582,236142,336020,408722,247916,210000.0,0.55699998,2.4034007,5,Poor,Poor,0,1,5,0,12
657,147398,257616,143613,142573,160068,259817,122920,148395,341556,314281,96942,168821,108000.0,0.22299999,0.17283712,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
658,73909,203077,517324,127290,79176,227112,490713,124599,122620,498196,466110,141874,60000.0,0.38999999,0.22983675,4,Poor,Non_Severely_Poor,0,1,0,0,1
659,55436,143825,216826,275113,100147,161557,319041,110455,270769,373325,84132,193374,126000.0,0.33399999,-1.0459539,3,Poor,Non_Severely_Poor,0,1,0,0,0
660,47357,81199,508343,54301,53487,116128,513677,7908,151097,340121,388283,42099,108571.43,0.22299999,-0.90931809,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
661,123307,368994,347095,82204,189262,343995,261452,126891,324402,465655,330085,108658,158000.0,0.50099999,1.9027779,5,Poor,Poor,0,0,0,4,1
662,44730,169454,338035,138981,46572,219571,322572,102485,194478,382863,314790,29469,40000.0,0.22299999,1.9419737,2,Non_Poor,Non_Severely_Poor,0,0,8,0,4
663,159429,234385,389940,137846,170166,281390,312357,157687,202849,592183,306154,127614,156000.0,0.33399999,1.6572943,3,Poor,Non_Severely_Poor,0,0,2,0,1
664,86818,253763,517741,63278,101895,303900,428706,87099,197818,520553,460087,50342,0.0,0.50199997,-3.0188951,5,Poor,Poor,0,0,0,0,5
665,29884,195809,631798,64109,39762,193608,620002,68228,62244,353839,767116,45601,127500.0,0.33399999,1.5181133,3,Poor,Non_Severely_Poor,0,0,0,0,3
666,30053,275549,300236,315762,45384,293301,392396,190519,117847,542364,427963,140626,80000.0,0.44599998,0.35062909,5,Poor,Non_Severely_Poor,0,0,0,0,0
667,51028,270872,316752,282948,113808,345273,253059,209460,223101,465690,257028,282981,52000.0,0.33399999,-0.79770768,3,Poor,Non_Severely_Poor,0,0,0,0,0
668,921600,0,0,0,921600,0,0,0,1228800,0,0,0,320000.0,0.22299999,4.3198299,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
669,113537,276982,380024,151057,143520,318180,314028,145872,382966,511946,216281,117607,0.0,0.16699999999999998,3.2870462,1,Non_Poor,Non_Severely_Poor,0,0,0,0,9
670,12212,170058,435968,72962,20754,244466,359973,66007,101448,460004,298579,61569,54000.0,0.38999999,-0.68346995,4,Poor,Non_Severely_Poor,0,0,0,0,5
671,200686,326965,291841,102108,209186,361123,246794,104497,312198,412835,378073,125694,248142.86,0.22299999,4.5887723,2,Non_Poor,Non_Severely_Poor,0,0,3,0,4
672,81661,193554,480379,166006,123856,292086,317423,188235,312141,416466,277287,222906,129000.0,0.22299999,-0.75972563,2,Non_Poor,Non_Severely_Poor,0,1,0,0,4
673,72264,112226,320262,186448,73690,168840,394738,53932,111609,416580,334730,58681,81714.281,0.16699999999999998,-0.85504985,1,Non_Poor,Non_Severely_Poor,0,0,0,0,5
674,175330,272516,307908,165846,165756,291052,270513,194279,216545,442335,270134,299786,15000.0,0.50199997,-3.8140635,5,Poor,Poor,0,0,0,0,1
675,82065,101193,404912,333430,107484,161253,596807,56056,295828,417889,384600,130483,66500.0,0.33399999,0.23199365,3,Poor,Non_Severely_Poor,0,0,1,0,5
676,69846,155684,355921,109749,78615,208595,329489,74501,141448,415578,275335,89239,3000.0,0.38999999,1.2634028,4,Poor,Non_Severely_Poor,0,0,0,0,12
677,51005,191175,381377,67643,61377,247738,312718,69367,116240,476940,253632,74788,60000.0,0.33399999,-0.21304698,3,Poor,Non_Severely_Poor,0,0,6,0,9
678,110982,283758,287863,238997,173475,276785,249827,221513,367136,407659,268382,185623,10000.0,0.27899998,-1.5714123,2,Non_Poor,Non_Severely_Poor,0,1,0,0,8
679,80106,208062,275496,127536,96898,205110,278572,110620,223525,281809,305395,110871,330000.0,0.33399999,5.1857934000000006,3,Poor,Non_Severely_Poor,0,0,6,0,2
680,102833,206960,225800,155607,128684,311138,158091,93287,173952,353421,288673,105554,78000.0,0.16699999999999998,1.8736254,1,Non_Poor,Non_Severely_Poor,0,0,2,0,0
681,19403,172350,596970,132877,27994,222672,546421,124513,162540,867419,56455,142386,31000.0,0.38999999,-0.56125748,4,Poor,Non_Severely_Poor,0,0,0,0,6
682,5695,200899,445542,39064,18750,218367,403048,51035,55745,311189,487985,66681,170000.0,0.44599998,-2.3791556000000003,5,Poor,Non_Severely_Poor,0,0,0,0,1
683,162793,207885,339292,211630,202522,233190,315852,170036,297115,353907,318771,259007,233000.0,0.16699999999999998,-1.5449042,1,Non_Poor,Non_Severely_Poor,0,0,4,0,3
684,105205,231770,176031,178194,145827,198752,145243,201378,345759,234865,188745,152231,226428.56,0.50199997,-3.6624713,5,Poor,Poor,0,0,0,3,0
685,13691233,7496760,6213233,10939638,13121091,8595620,6202538,10421615,19847859,11873357,6224780,13175156,,0.0,8.1229105,1,Non_Poor,Non_Severely_Poor,0,0,11,4,0
686,136927,264700,370546,149427,164344,284108,322925,150223,290933,374966,386443,176458,190000.0,0.33399999,-0.67815667,3,Poor,Non_Severely_Poor,0,0,0,1,5
687,185291,154369,435242,146698,136261,268505,386816,130018,289264,489483,231396,218657,62000.0,0.50099999,2.7031929,5,Poor,Poor,0,2,1,0,3
688,3,255776,612166,53655,42,301705,544718,75135,117830,751949,285259,73762,0.0,0.50199997,-4.5290141,5,Poor,Poor,0,0,0,0,1
689,222759,144231,200835,353775,244873,152307,299903,224517,368401,366451,273768,220180,74000.0,0.0,2.7577286,1,Non_Poor,Non_Severely_Poor,0,0,0,0,4
690,158695,238549,414028,110328,207426,277741,313349,123084,380845,310100,373685,164170,170000.0,0.33399999,0.80115616,3,Poor,Non_Severely_Poor,0,0,2,1,9
691,51126,65869,374659,199546,68063,165701,377222,80214,186505,425351,250829,58915,259000.0,0.22299999,0.6607824000000001,2,Non_Poor,Non_Severely_Poor,0,0,0,0,17
692,118047,196328,471988,135237,130565,211983,523542,55510,272698,427273,416677,112152,40000.0,0.16699999999999998,1.166304,1,Non_Poor,Non_Severely_Poor,0,1,12,0,0
693,8929,10356,386025,516290,18453,276173,625514,1460,39596,574578,613556,1070,102000.0,0.33500001,-1.3302093,4,Poor,Non_Severely_Poor,0,0,0,0,0
694,68148,200358,445391,207703,93100,247247,491792,89461,370692,547627,229360,81121,40000.0,0.38999999,-1.3802125,4,Poor,Non_Severely_Poor,0,0,0,0,1
695,33865,70453,346117,240765,66153,154428,392717,77902,183727,491551,218333,27989,35000.0,0.33399999,-0.74109519,3,Poor,Non_Severely_Poor,0,0,0,0,1
696,46836,206831,242908,194625,91701,233514,306114,59871,145348,396070,341297,38885,30000.0,0.44599998,-0.76381385,5,Poor,Non_Severely_Poor,0,0,0,7,1
697,41092,99403,425466,125239,42017,185291,398157,65735,86197,537297,219630,78476,96000.0,0.33399999,-1.0329739,3,Poor,Non_Severely_Poor,0,0,0,0,1
698,77239,176233,370118,67610,72205,187426,385723,45846,94387,269363,545862,11988,127000.0,0.38999999,2.3809299,4,Poor,Non_Severely_Poor,0,0,1,0,0
699,151262,116747,427312,226279,159482,189457,340843,231818,276741,552395,104737,294927,120000.0,0.16699999999999998,0.4212032,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
700,30058,146711,416262,98169,42497,241579,347154,59970,166066,416854,276023,62657,60000.0,0.056000002,0.030838758,1,Non_Poor,Non_Severely_Poor,0,0,0,1,9
701,85950,209628,402065,223957,131096,241050,403087,146367,197754,549134,340640,141272,60000.0,0.22299999,-1.081565,2,Non_Poor,Non_Severely_Poor,0,0,0,0,11
702,42534,93176,239098,316392,76135,149058,458564,7443,144022,480192,296101,1285,164357.14,0.16699999999999998,-1.0796125,1,Non_Poor,Non_Severely_Poor,0,0,2,0,0
703,142637,169861,432993,176109,161486,187109,548491,24514,375693,486402,258958,107747,123000.0,0.50199997,-1.5478914,5,Poor,Poor,0,0,0,0,3
704,66078,207180,221821,196121,88005,213333,311535,78327,216951,458291,102810,143548,91000.0,0.22299999,-0.55829889,2,Non_Poor,Non_Severely_Poor,0,0,0,0,14
705,120780,239393,459062,102365,134627,191663,546325,48985,253799,356280,460871,157850,0.0,0.16699999999999998,5.6872263,1,Non_Poor,Non_Severely_Poor,0,0,3,0,1
706,154782,208085,440056,118677,221139,324749,292553,83159,471738,475598,193770,87694,170000.0,0.38999999,-1.8446767,4,Poor,Non_Severely_Poor,0,1,0,0,0
707,61992,222153,294509,112546,100230,270930,183596,136444,292380,293455,148566,187199,22000.0,0.22299999,-2.6810026,2,Non_Poor,Non_Severely_Poor,0,2,0,0,15
708,22613,117496,645924,135567,12761,267872,598633,42334,94822,743771,321473,68734,86285.719,0.16699999999999998,-0.9962756,1,Non_Poor,Non_Severely_Poor,0,0,0,0,2
709,67175,253372,431742,169311,44786,419626,269370,187818,120668,649189,233744,225199,45000.0,0.44599998,-1.7684211,5,Poor,Non_Severely_Poor,0,0,0,0,3
710,79200,286219,265557,60224,63958,338397,232307,56538,89350,428731,334360,69159,132000.0,0.22299999,1.7460197,2,Non_Poor,Non_Severely_Poor,0,0,0,0,4
711,90959,199494,200319,430828,98110,253486,432215,137789,414737,482437,166886,164740,240000.0,0.38999999,-0.90742481,4,Poor,Non_Severely_Poor,0,1,3,0,3
712,43957,126842,481099,39302,40555,158418,431155,61072,39229,339573,521649,21149,53000.0,0.44599998,-2.6770818,5,Poor,Non_Severely_Poor,0,0,0,0,1
713,112951,398751,188092,221806,203439,413798,76275,228088,389417,445270,100341,293772,330000.0,0.22299999,4.337201599999998,2,Non_Poor,Non_Severely_Poor,0,0,2,0,8
714,87926,257707,242287,333680,123556,284398,307207,206439,292384,476483,208814,251119,0.0,0.50199997,-5.2444797,5,Poor,Poor,0,0,0,0,2
715,47101,197918,531130,145451,64928,259645,495398,101629,191117,505040,364751,167892,60000.0,0.38999999,-2.3487127,4,Poor,Non_Severely_Poor,0,0,0,0,0
716,71644,198873,301064,350019,115198,223908,460868,121626,276124,513483,279816,159377,405000.0,0.22299999,2.1140583,2,Non_Poor,Non_Severely_Poor,0,0,0,0,1
717,61884,201738,408214,249764,91099,318235,325685,186581,234836,458021,435372,100571,45000.0,0.22299999,-1.6048011,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
718,99745,169346,182069,240040,127611,175808,219948,167833,220916,266107,230800,203777,106000.0,0.44599998,-0.71108574,5,Poor,Non_Severely_Poor,0,0,0,0,3
719,230895,172669,145462,142174,284106,149868,170345,86881,399390,227051,228958,66201,25142.857000000004,0.22299999,-0.71862835,2,Non_Poor,Non_Severely_Poor,0,0,0,1,8
720,71879,176221,389432,53668,95980,186092,367178,41950,218220,453510,201489,48381,135000.0,0.27899998,-0.83327055,2,Non_Poor,Non_Severely_Poor,0,0,0,2,4
721,34211,360012,354182,173195,60090,397240,328457,135813,163617,549443,406613,109127,1000.0,0.33500001,-2.4588306,4,Poor,Non_Severely_Poor,0,0,0,0,2
722,138823,96038,404233,52106,146684,133750,360840,49926,215715,227295,433659,44931,120000.0,0.27899998,1.0139632,2,Non_Poor,Non_Severely_Poor,0,0,1,0,4
723,23882,250419,236216,180683,48388,273445,244267,125100,380903,242423,140946,157328,170000.0,0.38999999,-1.353078,4,Poor,Non_Severely_Poor,0,0,0,0,1
724,100722,243332,495180,82366,142687,231633,453709,93571,251172,414603,465652,97373,110000.0,0.33399999,2.6854432,3,Poor,Non_Severely_Poor,0,1,5,2,11
725,36211,240751,587752,56886,45120,240127,591883,44470,51002,458968,646412,72418,32500.0,0.33399999,0.60753047,3,Poor,Non_Severely_Poor,0,0,0,0,1
726,163135,367347,280017,111101,156797,436682,211610,116511,271933,569373,220933,166561,16428.57,0.50199997,-3.1715839,5,Poor,Poor,0,0,0,0,2
727,44051,138037,311632,197480,88190,207592,311120,84298,199037,426680,213650,82233,60000.0,0.22299999,0.66061789,2,Non_Poor,Non_Severely_Poor,0,0,0,1,3
728,61629,355913,260196,243862,47062,399164,267257,208117,134302,585211,244270,265017,45000.0,0.38999999,-1.0862653,4,Poor,Non_Severely_Poor,0,0,0,0,7
729,47730,191745,420836,261289,103054,226968,440549,151029,197705,394967,502936,133192,14571.428999999998,0.44599998,-1.1543264,5,Poor,Non_Severely_Poor,0,0,0,0,0
730,52818,175817,395720,66845,61847,222390,348586,58377,204392,327346,331214,58648,62000.0,0.22299999,3.1716015,2,Non_Poor,Non_Severely_Poor,0,0,0,0,1
731,0,551,689679,970,10,93536,597614,40,15,251606,669937,42,68000.0,0.33399999,1.166304,3,Poor,Non_Severely_Poor,0,0,0,0,0
732,190609,208630,251003,271358,180232,253676,345809,141883,450610,343389,238718,196083,45000.0,0.33399999,-0.53758967,3,Poor,Non_Severely_Poor,0,6,10,1,3
733,46146,133356,431668,310430,94211,219847,470028,137514,267591,325180,493126,142903,10000.0,0.27899998,-1.0565984,2,Non_Poor,Non_Severely_Poor,0,1,0,0,2
734,7886,128398,650789,134527,11378,250023,537039,123160,74010,577779,473748,103263,176571.44,0.22299999,2.0138159,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
735,45306,219205,327954,329135,105871,281500,326191,208038,338993,365453,329133,195221,74000.0,0.33399999,-0.96656781,3,Poor,Non_Severely_Poor,0,0,1,0,0
736,31230,184833,342521,132616,57411,261490,264767,107532,221730,410705,171723,117442,45000.0,0.16699999999999998,0.36354291,1,Non_Poor,Non_Severely_Poor,0,0,0,1,8
737,51230,189042,331261,119667,100032,164556,384714,41898,161126,290530,428567,41377,280000.0,0.55699998,0.75788492,5,Poor,Poor,0,0,0,0,3
738,0,12007,494326,415267,129840,276046,423212,92502,174134,444443,546617,63606,10000.0,0.27899998,-2.0746229,2,Non_Poor,Non_Severely_Poor,0,0,0,0,3
739,60764,299022,458488,103326,69636,309611,435231,107122,151522,515654,432601,129023,328000.0,0.22299999,1.598931,2,Non_Poor,Non_Severely_Poor,0,0,2,0,14
740,67189,173155,227147,223709,114671,162320,321600,92609,211181,376411,227678,106330,0.0,0.27899998,1.5183374,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
741,108538,198603,301827,82232,119131,198672,287109,86288,214048,250269,332602,124681,150000.0,0.0,0.70402086,1,Non_Poor,Non_Severely_Poor,1,0,4,3,3
742,19224,220759,488526,193091,74775,325888,406605,114332,172741,437040,472223,146796,3428.5715,0.33500001,-4.819221,4,Poor,Non_Severely_Poor,0,0,0,0,0
743,137940,193274,437479,152907,118709,223986,399750,179155,196666,336039,495230,200865,170000.0,0.33399999,0.75743026,3,Poor,Non_Severely_Poor,0,0,1,0,5
744,139620,278329,361088,142563,148296,381866,163922,227516,326119,503482,193373,205826,140000.0,0.16699999999999998,3.6430578,1,Non_Poor,Non_Severely_Poor,0,0,3,1,3
745,153335,500372,216406,51487,210473,149235,508660,53232,395828,210233,539441,83298,533000.0,0.16699999999999998,2.7943001,1,Non_Poor,Non_Severely_Poor,0,0,0,0,2
746,45212,133972,647544,94872,42402,257243,550242,71713,75045,733712,372373,47670,240000.0,0.16699999999999998,5.7243891,1,Non_Poor,Non_Severely_Poor,0,0,0,0,6
747,37298,173836,444183,266283,142100,133315,525370,120815,285715,596622,282507,63956,0.0,0.33399999,-0.20569018,3,Poor,Non_Severely_Poor,0,0,0,0,1
748,35796,305915,444763,135126,54130,427597,363278,76595,289042,468454,348368,122936,100000.0,0.33399999,3.5862873,3,Poor,Non_Severely_Poor,0,0,0,1,3
749,18045,58408,737161,107986,8060,139833,676495,97212,47487,454402,634586,92325,4000.0,0.38999999,-0.21978582,4,Poor,Non_Severely_Poor,0,1,1,0,5
750,129187,216424,504274,71715,118781,227424,510025,65370,196508,336355,584365,111572,204571.42,0.27899998,-1.7314953000000002,2,Non_Poor,Non_Severely_Poor,0,0,0,2,0
751,81079,165539,573978,101004,100165,184482,496938,140015,225330,454167,371073,178230,0.0,0.33399999,4.6928763,3,Poor,Non_Severely_Poor,0,3,0,0,0
752,19988,156325,388998,125889,46727,203864,367871,72738,212788,396172,234718,77922,20000.0,0.38999999,4.0890942,4,Poor,Non_Severely_Poor,0,0,0,0,0
753,1128,123534,437796,128742,13724,247085,358642,71749,167873,345303,316226,92198,123428.57,0.38999999,-1.3019701,4,Poor,Non_Severely_Poor,0,0,0,0,1
754,31395,227378,426731,5696,31158,212056,442556,5430,59460,325873,527559,8708,130000.0,0.33399999,1.3452361000000002,3,Poor,Non_Severely_Poor,0,0,0,0,0
755,93738,148793,369489,79180,116087,175681,320701,78731,165488,391555,284183,80374,245000.0,0.33399999,3.238584,3,Poor,Non_Severely_Poor,0,0,0,0,2
756,105245,190373,376801,249181,169101,238469,355820,158210,401980,293490,406251,127079,30000.0,0.22299999,1.7669142,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
757,497856,157455,118009,148280,458656,199852,123725,139367,672235,259114,126328,171123,435000.0,0.33399999,5.5472474,3,Poor,Non_Severely_Poor,0,0,0,0,0
758,29415,272955,616892,2338,21758,236272,659300,4270,38956,369038,816695,4111,78000.0,0.27899998,-0.65765959,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
759,107002,142821,347858,323919,131766,176155,449183,164496,219948,495025,342682,171145,17500.0,0.66899997,-3.6072259,5,Poor,Poor,0,0,0,0,9
760,95678,89000,433028,303894,111101,342799,260358,207342,495342,326115,163732,243611,70000.0,0.38999999,-0.24743073,4,Poor,Non_Severely_Poor,0,0,2,0,0
761,32399,201188,407684,49929,39770,222728,370576,58126,67215,298549,481354,74482,50000.0,0.22299999,-1.6505637,2,Non_Poor,Non_Severely_Poor,0,0,1,1,14
762,139660,226223,218549,337168,234693,213584,256820,216503,492084,371496,135738,229482,188000.0,0.22299999,-0.98589051,2,Non_Poor,Non_Severely_Poor,0,0,3,0,0
763,146945,242694,344545,187416,57998,317776,366663,179163,105527,482466,469052,171755,42000.0,0.44599998,-1.0287219,5,Poor,Non_Severely_Poor,0,0,0,0,2
764,56328,149189,491545,224538,47536,270624,540297,63143,67801,558844,554882,47273,156857.14,0.391,-5.1061392,5,Poor,Non_Severely_Poor,0,0,0,0,0
765,54588,146088,372138,118386,64791,250664,279221,96524,95651,385868,325225,114856,87428.57,0.22299999,-1.3972284,2,Non_Poor,Non_Severely_Poor,0,0,0,0,6
