,r0,r1,r2,r3,g0,g1,g2,g3,b0,b1,b2,b3,total_income_2_b,total_deprivations,Wealth_Index,total_deprivations_2,Poor_MPI,Severely_Poor_MPI,train,truck,car,potted plant,person
0,166473,255545,332009,167573,175503,281553,244553,219991,348826,389904,295146,194924,154000.0,0.33399999,-0.012890583999999998,3,Poor,Non_Severely_Poor,0,0,0,1,0
1,83657,207810,415642,214491,105131,283444,345765,187260,272103,499646,297446,159605,8000.0,0.38999999,1.1536205,4,Poor,Non_Severely_Poor,0,1,4,0,12
2,54084,216176,243503,177437,98491,253494,192961,146254,194212,414595,189171,123622,339000.0,0.22299999,-0.3751753,2,Non_Poor,Non_Severely_Poor,0,0,0,0,4
3,88793,311349,430514,90944,60186,353728,389886,117800,90033,540702,497512,100553,22000.0,0.22299999,-2.9410605,2,Non_Poor,Non_Severely_Poor,0,0,1,0,11
4,89929,342388,451596,37687,98826,375781,401746,45247,269705,392074,529489,37532,11000.0,0.38999999,-1.4002867,4,Poor,Non_Severely_Poor,0,0,0,0,3
5,117599,214633,293637,295731,175162,212719,388773,144946,329352,390201,338276,170971,60000.0,0.38999999,-0.66309017,4,Poor,Non_Severely_Poor,0,1,0,0,6
6,45669,311133,536194,28604,62097,390104,424317,45082,181034,626894,404155,16717,100000.0,0.0,0.43435112,1,Non_Poor,Non_Severely_Poor,0,0,0,2,0
7,113604,204795,234344,138457,107960,224376,227470,131394,139210,313868,352537,115985,306571.44,0.55699998,-0.91677368,5,Poor,Poor,0,0,0,0,17
8,80687,307866,172446,130201,179157,239166,142115,130762,230850,348283,157310,185157,55000.0,0.27899998,-1.520102,2,Non_Poor,Non_Severely_Poor,0,0,0,0,9
9,36742,156964,367709,129785,99173,152489,354078,85460,192672,383760,318355,26813,55000.0,0.16699999999999998,0.53944194,1,Non_Poor,Non_Severely_Poor,0,3,3,0,0
10,84802,227827,275028,103543,121400,197697,295702,76401,249988,386838,188078,96696,60000.0,0.16699999999999998,-0.9719196,1,Non_Poor,Non_Severely_Poor,0,0,0,0,22
11,132427,170056,352506,266611,199082,238517,387580,96421,544685,359759,142536,181820,30000.0,0.16699999999999998,0.42073464,1,Non_Poor,Non_Severely_Poor,0,0,0,1,3
12,154749,210459,236935,89057,144116,207925,209822,129337,195602,414731,188046,123221,200000.0,0.056000002,4.7812653,1,Non_Poor,Non_Severely_Poor,0,0,7,0,3
13,150678,234093,347462,189367,165878,280190,271015,204517,271943,484247,175610,297000,20000.0,0.38999999,0.3394081,4,Poor,Non_Severely_Poor,0,2,1,0,1
14,27883,310012,441549,142156,26586,350472,398991,145551,48576,543532,467893,168799,70000.0,0.38999999,0.0057338676,4,Poor,Non_Severely_Poor,0,0,3,0,6
15,34832,221725,558281,106762,55615,286961,501260,77764,134609,644136,345313,104742,90500.0,0.38999999,-1.0351306999999998,4,Poor,Non_Severely_Poor,0,0,0,0,2
16,44853,147572,347738,151037,89260,198831,317224,85885,208665,437856,182337,92742,260000.0,0.16699999999999998,1.5358614,1,Non_Poor,Non_Severely_Poor,0,0,7,0,0
17,124488,235545,199517,131650,150847,218844,203211,118298,290996,263898,230413,136293,25000.0,0.22299999,-0.88178396,2,Non_Poor,Non_Severely_Poor,0,0,2,0,2
18,134436,176962,387842,222360,183094,168854,374502,195150,331718,410196,250216,236670,90000.0,0.33399999,1.6328517,3,Poor,Non_Severely_Poor,0,2,0,2,0
19,270476,119405,240005,61314,40785,268947,326313,55155,110929,222868,558592,29211,205000.0,0.33399999,0.83906424,3,Poor,Non_Severely_Poor,0,0,0,0,3
20,133943,289519,289522,208616,135139,348393,208679,229389,258667,561000,176197,232936,45000.0,0.33399999,-0.65709585,3,Poor,Non_Severely_Poor,0,0,1,0,2
21,153307,190876,231983,345434,223393,170389,297707,230111,393099,383989,174350,277362,0.0,0.66899997,-4.0560222,5,Poor,Poor,0,0,0,0,3
22,12824,161807,574906,172063,25583,261975,514762,119280,64838,502200,523235,138527,0.0,0.44599998,-1.374929,5,Poor,Non_Severely_Poor,0,1,1,0,6
23,66339,169408,539491,146362,90597,204895,532908,93200,331213,399522,412411,85654,132000.0,0.112,0.034949627000000004,1,Non_Poor,Non_Severely_Poor,0,0,0,0,4
24,214005,128380,411195,168020,215337,202219,360172,143872,304635,344935,436135,143095,20000.0,0.16699999999999998,3.0653365000000004,1,Non_Poor,Non_Severely_Poor,0,0,0,0,8
25,30426,280435,447841,162898,67323,317637,407974,128666,184077,426343,478019,140361,82000.0,0.16699999999999998,-1.0442227,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
26,68821,137181,382398,102800,78539,154268,406369,52024,164025,468170,251773,37632,75000.0,0.16699999999999998,-0.034552176000000004,1,Non_Poor,Non_Severely_Poor,0,0,2,0,0
27,66742,149415,664683,40760,65362,176139,640819,39280,117229,398648,653520,59403,120000.0,0.33399999,1.7533824,3,Poor,Non_Severely_Poor,0,0,1,0,3
28,74988,292114,421797,132701,79531,314349,410663,117057,149329,494298,439302,145871,55000.0,0.22299999,-2.3487046,2,Non_Poor,Non_Severely_Poor,0,0,0,0,4
29,171762,312397,211378,226063,181062,346869,151123,242546,465907,311128,108004,343761,620000.0,0.33399999,7.8902564,3,Poor,Non_Severely_Poor,0,0,5,0,3
30,19016,100752,410897,390935,37949,272772,573925,36954,95453,616865,477750,38732,35000.0,0.50199997,-3.9020364,5,Poor,Poor,0,0,0,0,0
31,123497,113131,379035,75537,125879,202470,284988,77863,196238,324709,327661,72992,200000.0,0.33399999,4.6382965999999985,3,Poor,Non_Severely_Poor,0,0,0,0,0
32,24977,166206,439752,290665,84841,353299,298798,184662,272216,532652,179975,243957,42428.57,0.38999999,-0.56427431,4,Poor,Non_Severely_Poor,0,0,0,0,12
33,142519,257363,373385,148333,109572,316602,367880,127546,223488,496727,388260,120325,94000.0,0.33399999,-0.16912208,3,Poor,Non_Severely_Poor,0,0,0,0,5
34,107400,287049,425791,101360,124796,301293,377431,118080,138558,381364,591040,117838,130000.0,0.38999999,-0.5337584,4,Poor,Non_Severely_Poor,0,0,0,0,1
35,36711,201724,497136,186029,49011,268824,459904,143861,100021,464487,567780,96512,35000.0,0.22299999,-1.9170649,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
36,80725,143818,321221,145436,104158,264213,175014,147815,234961,341535,164808,180296,170000.0,0.16699999999999998,0.99472874,1,Non_Poor,Non_Severely_Poor,0,0,4,0,0
37,32625,201903,538698,148374,43747,268134,544902,64817,96733,638810,409083,84174,105000.0,0.50199997,-2.8830903,5,Poor,Poor,0,0,0,0,1
38,54895,291967,492043,82695,75412,339814,412101,94273,161310,639140,360179,68171,70000.0,0.16699999999999998,-1.2998687,1,Non_Poor,Non_Severely_Poor,0,0,0,0,3
39,69692,154985,412873,284050,100152,217039,579053,25356,211303,565434,445134,6929,110000.0,0.22299999,0.73400885,2,Non_Poor,Non_Severely_Poor,0,2,6,0,11
40,40971,106280,299795,244154,77199,156027,425244,32730,147774,313174,433917,26735,93000.0,0.16699999999999998,0.079482295,1,Non_Poor,Non_Severely_Poor,0,0,0,0,12
41,29441,86210,631594,174355,33132,214705,642161,31602,54168,727473,426722,20437,120000.0,0.22299999,-1.0529692,2,Non_Poor,Non_Severely_Poor,0,0,2,0,1
42,40735,214233,384866,51366,55674,231428,355567,48531,121536,350138,393518,56408,260714.28,0.33399999,1.7592279999999998,3,Poor,Non_Severely_Poor,0,0,0,0,1
43,162684,227437,432881,98598,189495,224742,423642,83721,396888,479029,303014,49869,40000.0,0.38999999,-0.10185561,4,Poor,Non_Severely_Poor,0,1,1,0,14
44,127631,63934,392580,337455,146804,235155,467785,71856,443275,553532,186218,45775,75000.0,0.056000002,1.4120537,1,Non_Poor,Non_Severely_Poor,0,0,0,0,1
45,80036,193612,259940,157612,90056,241896,218169,141079,199302,328414,230234,163650,170000.0,0.38999999,0.34974968,4,Poor,Non_Severely_Poor,0,0,0,0,11
46,38402,119148,329888,203762,59906,237323,300390,93581,128174,442107,283462,67857,70000.0,0.22299999,-0.72442043,2,Non_Poor,Non_Severely_Poor,0,1,2,0,5
47,27760,268394,293893,331553,29440,363858,312574,215728,159290,552006,280192,237312,117000.0,0.056000002,-0.68600482,1,Non_Poor,Non_Severely_Poor,0,0,0,0,1
48,45466,162424,415978,67332,48441,238858,310604,93297,78932,293955,456637,92076,310000.0,0.33399999,3.9340398,3,Poor,Non_Severely_Poor,0,0,0,0,4
49,96880,172491,397301,254928,164272,175488,481156,100684,409132,394845,311787,113036,272000.0,0.16699999999999998,-0.47630632,1,Non_Poor,Non_Severely_Poor,0,0,0,0,4
50,77519,215010,490184,138887,91584,278411,462097,89508,229125,462225,435982,101468,31500.0,0.16699999999999998,2.6988542,1,Non_Poor,Non_Severely_Poor,0,0,0,0,4
51,114241,177669,278996,120294,121860,243280,209362,116698,177886,384857,265631,93226,80000.0,0.38999999,0.5138151,4,Poor,Non_Severely_Poor,0,0,0,0,0
52,153771,166821,446439,154569,161124,139632,505149,115695,184392,405869,402609,235930,35000.0,0.16699999999999998,1.0723003,1,Non_Poor,Non_Severely_Poor,0,1,0,0,1
53,450865,422942,32366,15427,436935,418901,54905,10859,585848,588818,45385,8749,248000.0,0.50099999,2.4415724,5,Poor,Poor,0,0,0,0,0
54,29274,118912,237024,305990,84170,144931,437852,24247,184461,475582,217034,44523,80000.0,0.16699999999999998,1.7915103,1,Non_Poor,Non_Severely_Poor,0,0,1,0,6
55,2839,178501,675437,64823,12617,362232,482312,64439,203692,670938,280272,73898,87000.0,0.38999999,0.32397446,4,Poor,Non_Severely_Poor,0,0,0,0,2
56,112929,242185,211130,124956,123916,254995,225988,86301,183946,442020,229217,66417,90000.0,0.38999999,-0.5379191,4,Poor,Non_Severely_Poor,0,0,1,0,5
57,122995,172268,419961,206376,132620,186194,406557,196229,262177,416821,417489,132313,60000.0,0.50099999,0.6537661,5,Poor,Poor,0,0,0,1,11
58,100807,244845,170322,175226,122090,258533,213405,97172,368588,307424,136148,109440,63714.285,0.33399999,-0.52215105,3,Poor,Non_Severely_Poor,0,0,0,0,0
59,198307,355779,277644,89870,213630,389780,249111,69079,343399,523112,257391,104898,110000.0,0.38999999,0.18846387,4,Poor,Non_Severely_Poor,0,0,0,0,1
60,248193,149082,343863,180462,240232,211592,284410,185366,421321,323991,334731,148757,266714.28,0.33399999,0.56499583,3,Poor,Non_Severely_Poor,0,0,0,0,0
61,48156,145183,496659,231602,60413,202936,574336,83915,198433,573507,357690,99170,135000.0,0.056000002,-0.2137913,1,Non_Poor,Non_Severely_Poor,0,0,1,0,1
62,60340,131487,575402,154371,78760,180959,565759,96122,177081,501193,458774,91752,20000.0,0.38999999,-0.47967559,4,Poor,Non_Severely_Poor,0,6,1,0,5
63,157138,100045,234765,199252,164120,146079,260293,120708,241751,378984,227215,73650,146000.0,0.38999999,2.9856911,4,Poor,Non_Severely_Poor,0,2,0,0,0
64,93768,148917,575464,103451,67461,180474,613096,60569,163201,577189,392079,96331,50000.0,0.33399999,-0.2788682,3,Poor,Non_Severely_Poor,0,0,0,2,0
65,37154,296562,204995,382889,112188,274348,393974,141090,340718,503244,238456,146382,60000.0,0.61399996,-3.5839176,5,Poor,Poor,0,0,0,0,4
66,66619,226427,357106,41048,64547,258589,322526,45538,91343,487623,264482,78152,37000.0,0.33399999,0.21922036,3,Poor,Non_Severely_Poor,0,0,0,0,0
67,29162,220233,605672,66533,31415,309550,510201,70434,78942,537959,587292,24607,65000.0,0.22299999,-0.96353322,2,Non_Poor,Non_Severely_Poor,0,0,0,0,1
68,92234,239750,440213,149403,81998,238513,544581,56508,120363,439433,656172,12832,54000.0,0.33399999,0.79674006,3,Poor,Non_Severely_Poor,0,0,0,0,2
69,59368,194456,357165,80211,66707,234210,308615,81668,147150,544737,131262,98451,685500.0,0.16699999999999998,4.1085582,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
70,69316,254416,261953,105515,62039,301567,233031,94563,135369,436768,276354,73109,27428.572,0.056000002,-0.90352601,1,Non_Poor,Non_Severely_Poor,0,0,0,0,1
71,79541,130204,577338,134517,84069,172279,530578,134674,127184,526525,426298,148793,263000.0,0.16699999999999998,0.80417848,1,Non_Poor,Non_Severely_Poor,0,0,1,3,0
72,71748,229277,520952,99623,99815,231497,449204,141084,253428,531480,292762,151130,79000.0,0.50099999,2.3193362,5,Poor,Poor,0,3,5,0,1
73,38040,338939,388998,155623,116480,396976,301900,106244,401515,440589,307641,79055,130000.0,0.38999999,-0.68676311,4,Poor,Non_Severely_Poor,0,0,0,0,0
74,140133,223478,246296,81293,185924,219820,169878,115578,225181,335993,214352,146074,65000.0,0.22299999,-1.5034244,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
75,49920,161391,245032,234857,76042,234277,213080,167801,267037,304158,154323,196082,100000.0,0.38999999,-1.242677,4,Poor,Non_Severely_Poor,0,0,0,0,4
76,39582,173105,198782,279731,86047,236831,237865,130457,338772,411352,102148,69328,50000.0,0.16699999999999998,-0.23176974,1,Non_Poor,Non_Severely_Poor,0,0,0,0,2
77,1631,179668,640094,100207,12270,230067,577731,101532,56002,458910,557133,156755,35000.0,0.38999999,-0.93582255,4,Poor,Non_Severely_Poor,0,1,1,0,8
78,225254,318989,231639,145718,261331,301728,208023,150518,469672,336777,305527,116824,45000.0,0.33399999,3.2694795,3,Poor,Non_Severely_Poor,0,0,0,1,0
79,24493,59776,511097,95834,32798,149539,471675,37188,61801,588277,232162,39360,81142.859,0.27899998,-0.063035585,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
80,47458,195477,536565,142100,58267,215257,526994,121082,133407,362892,583854,148647,97000.0,0.22299999,-0.53061748,2,Non_Poor,Non_Severely_Poor,0,0,0,0,4
81,11282,144972,324412,210534,86869,207471,320565,76295,279669,433568,160784,47579,65000.0,0.16699999999999998,-1.1854851999999998,1,Non_Poor,Non_Severely_Poor,0,0,0,1,5
82,3,3542,527859,390196,553,267379,638613,15055,3333,536633,680796,8038,225000.0,0.16699999999999998,4.526947,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
83,17664,232430,515932,155574,37074,290076,528279,66171,168584,680120,343917,36179,0.0,0.50199997,-0.30856246,5,Poor,Poor,0,0,0,0,1
84,78119,330981,421358,91142,105961,339951,394545,81143,182732,520308,418783,106977,74000.0,0.44599998,-0.57658821,5,Poor,Non_Severely_Poor,0,2,1,0,10
85,63431,217748,171276,238745,91034,222272,269405,108489,230468,460466,165610,65056,89000.0,0.33399999,-0.65135318,3,Poor,Non_Severely_Poor,0,1,0,0,3
86,59222,131650,495998,4330,66716,123195,498608,2681,159883,196479,548646,16592,60000.0,0.16699999999999998,-0.6839034,1,Non_Poor,Non_Severely_Poor,0,0,0,0,3
87,70429,172386,563827,114958,94327,235591,400625,191057,224164,394201,384859,225576,83000.0,0.16699999999999998,2.6638417000000003,1,Non_Poor,Non_Severely_Poor,0,0,6,0,4
88,26269,175967,451596,37368,29691,185050,469356,7103,51252,303362,539243,27743,304000.0,0.33399999,-0.27741104,3,Poor,Non_Severely_Poor,0,0,0,0,0
89,149084,237701,444324,90491,162488,171622,535690,51800,256479,382632,427431,162258,45000.0,0.38999999,-0.67865783,4,Poor,Non_Severely_Poor,0,0,0,0,2
90,87841,121310,309551,172498,47178,210374,348036,85612,129649,376839,325072,90040,72000.0,0.38999999,-3.047801,4,Poor,Non_Severely_Poor,0,0,0,0,1
91,64893,200684,616771,39252,77035,216816,588516,39233,116504,513810,558179,40307,86000.0,0.22299999,4.2915235,2,Non_Poor,Non_Severely_Poor,0,0,3,0,1
92,18443,211764,597242,94151,25793,291418,557383,47006,66892,498765,599513,63630,110000.0,0.33399999,2.9946408,3,Poor,Non_Severely_Poor,0,0,0,0,1
93,10535,215532,549348,146185,88088,260567,446033,126912,146544,523585,431454,127217,46000.0,0.38999999,-1.3012834,4,Poor,Non_Severely_Poor,0,0,0,0,5
94,24894,169935,710553,16218,23919,151815,744560,1306,32864,275631,919171,1134,137857.14,0.33399999,-1.2937849,3,Poor,Non_Severely_Poor,0,0,0,0,3
95,109670,389110,313924,108896,110922,352036,349527,109115,116640,531536,466829,113795,0.0,0.38999999,0.30128029,4,Poor,Non_Severely_Poor,0,0,0,0,7
96,74971,159672,325625,130932,75373,252744,230092,132991,117295,430663,214761,158881,65000.0,0.391,-3.5605547,5,Poor,Non_Severely_Poor,0,0,0,0,20
97,297468,617631,6468,33,350903,568354,2342,1,878996,349624,180,0,420571.44,0.22299999,2.6293471,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
98,15734,95744,458063,121659,27156,168212,433609,62223,131909,553580,146504,89607,15000.0,0.38999999,-2.8266767999999995,4,Poor,Non_Severely_Poor,0,0,0,0,2
99,110252,394828,192222,224298,149938,410367,129786,231509,333056,506368,108623,280753,83000.0,0.38999999,-1.4072385,4,Poor,Non_Severely_Poor,0,0,0,0,11
100,4312,139216,494062,53610,5532,226672,405467,53529,42705,592666,228678,57551,85000.0,0.38999999,0.048216272,4,Poor,Non_Severely_Poor,0,0,0,0,3
101,53211,135442,442748,59799,64575,189905,414517,22203,175593,251887,462156,31964,91000.0,0.38999999,-0.89599568,4,Poor,Non_Severely_Poor,0,0,2,0,10
102,45503,312572,283250,280275,143324,296014,275159,207103,295491,497491,245722,190096,24000.0,0.38999999,-0.13509153,4,Poor,Non_Severely_Poor,0,0,0,0,5
103,5273,169119,724067,23141,4875,267887,622602,26236,10799,530360,683126,4515,52000.0,0.33399999,0.7851826,3,Poor,Non_Severely_Poor,0,0,0,0,0
104,96516,259344,185475,149865,95937,287908,222332,85023,127080,390533,339289,64698,255000.0,0.22299999,1.286327,2,Non_Poor,Non_Severely_Poor,0,1,0,0,1
105,12683,176203,377055,125259,23556,230965,344710,91969,107437,504637,179487,130039,113000.0,0.50199997,-3.7521908,5,Poor,Poor,0,0,0,0,2
106,46272,165478,614520,95330,64268,299588,407462,150282,116542,818851,101017,192390,234285.72,0.50199997,-2.1715674,5,Poor,Poor,0,0,0,0,1
107,72417,145975,520120,183088,89427,234869,438539,158765,258008,726764,38203,205825,110000.0,0.55699998,0.95109171,5,Poor,Poor,0,1,1,0,5
108,83170,211472,447305,179653,138654,237917,408530,136499,261472,424315,345704,197309,40000.0,0.33500001,1.1255698,4,Poor,Non_Severely_Poor,0,0,1,0,6
109,71014,167061,252448,200677,107112,217754,244147,122187,263253,265961,276205,116181,333000.0,0.22299999,0.069018938,2,Non_Poor,Non_Severely_Poor,0,0,1,0,3
110,81355,155056,503229,181960,120432,267427,398707,135034,304902,342234,421746,159918,0.0,0.16699999999999998,2.1219468,1,Non_Poor,Non_Severely_Poor,0,1,4,8,0
111,52557,360158,292716,216169,125745,428280,150536,217039,484331,342244,90944,311281,215000.0,0.22299999,-1.0255741,2,Non_Poor,Non_Severely_Poor,0,0,0,0,4
112,63113,203740,292928,131419,80742,255001,249149,106308,322232,358785,102132,138451,6500.0,0.44599998,-1.1516156000000002,5,Poor,Non_Severely_Poor,0,0,0,0,5
113,88587,92894,228089,281630,108636,124788,425760,32016,278378,421374,190800,31048,140000.0,0.33399999,0.73084557,3,Poor,Non_Severely_Poor,0,0,0,0,6
114,30322,351755,294884,244639,34160,412149,247888,227403,88182,698536,213443,228639,15000.0,0.38999999,1.00425,4,Poor,Non_Severely_Poor,0,0,0,0,6
115,7913,61210,500205,121872,21283,258682,340283,70952,114511,549368,192630,65091,95000.0,0.50199997,-3.4027832,5,Poor,Poor,0,0,2,0,3
116,9696,186992,461862,32650,14214,225392,415503,36091,30228,346025,504076,41271,60000.0,0.44599998,-3.2200139,5,Poor,Non_Severely_Poor,0,2,1,0,0
117,42267,112167,461071,75695,39265,179992,394289,77654,31135,257694,543144,89627,22571.428,0.33399999,0.4779264,3,Poor,Non_Severely_Poor,0,1,0,0,12
118,69669,354944,273177,223810,122422,381889,191384,225905,396611,416116,122482,293591,225000.0,0.16699999999999998,0.74016851,1,Non_Poor,Non_Severely_Poor,0,0,1,0,9
119,15712,104168,269370,301950,49524,172677,467140,1859,159829,514046,242519,5206,50000.0,0.056000002,0.03625603,1,Non_Poor,Non_Severely_Poor,0,0,0,0,11
120,150243,193652,323384,254321,202097,187452,412328,119723,422737,505150,270607,30306,60000.0,0.16699999999999998,1.5947809,1,Non_Poor,Non_Severely_Poor,0,1,0,0,0
121,47695,176121,357620,109764,57029,205218,353637,75316,251549,326846,213979,129226,16000.0,0.44599998,-3.0691917,5,Poor,Non_Severely_Poor,0,0,0,0,0
122,52745,261121,395649,212085,151471,217506,390712,161911,322655,363854,308433,233858,75000.0,0.22299999,1.3976841999999998,2,Non_Poor,Non_Severely_Poor,0,0,0,0,8
123,55080,201197,463363,201960,74588,270168,414239,162605,129457,456520,531517,111306,197000.0,0.50199997,-2.8830903,5,Poor,Poor,0,0,0,0,1
124,125683,189239,289399,317279,165462,225832,365312,164994,289290,470822,245836,222852,107000.0,0.16699999999999998,-1.3414909,1,Non_Poor,Non_Severely_Poor,0,0,0,0,10
125,32329,160438,489316,239517,48106,233376,521814,118304,127183,654640,352182,94795,15000.0,0.27899998,-0.89395857,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
126,2873,71538,565473,51316,32078,184446,430516,44160,41381,198536,637452,44231,78000.0,0.22299999,0.68987,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
127,36849,177267,495753,211731,84319,203434,491455,142392,176813,510317,435964,105706,230000.0,0.16699999999999998,-0.98880017,1,Non_Poor,Non_Severely_Poor,0,0,0,0,2
128,108114,177720,419390,216376,135393,324954,313846,147407,385798,432712,156127,254163,207700.0,0.33399999,1.1721495000000002,3,Poor,Non_Severely_Poor,0,0,0,0,3
129,63297,153598,458903,245802,46874,215993,540804,117929,99302,755793,209243,164462,60000.0,0.44599998,0.24119724,5,Poor,Non_Severely_Poor,0,0,1,0,0
130,60808,320812,322867,217113,117113,320838,342322,141327,256749,551285,281977,138789,85000.0,0.27899998,-1.0497726,2,Non_Poor,Non_Severely_Poor,0,1,2,0,1
131,113034,204216,209066,164884,69240,263680,228010,130270,126500,462273,190387,142440,4000.0,0.27899998,-1.2119606,2,Non_Poor,Non_Severely_Poor,0,0,1,0,1
132,175584,144364,253914,117338,181992,162343,233351,113514,250604,251315,321788,97893,10000.0,0.50099999,1.0519205,5,Poor,Poor,0,0,1,0,20
133,921600,0,0,0,921600,0,0,0,1228800,0,0,0,144857.14,0.38999999,0.69253534,4,Poor,Non_Severely_Poor,0,0,0,0,0
134,134975,174002,374757,237866,173903,219255,439062,89380,372516,467150,242697,146437,145000.0,0.33399999,2.5721700000000003,3,Poor,Non_Severely_Poor,0,0,0,0,0
135,81576,332017,419968,88039,112410,360010,407016,42164,152968,648948,394915,31969,330000.0,0.33399999,2.3269153,3,Poor,Non_Severely_Poor,0,0,0,0,4
136,89891,183639,571535,76535,102737,181774,533739,103350,171460,487479,466521,103340,55000.0,0.50199997,-3.5460801,5,Poor,Poor,0,0,2,1,4
137,41971,247792,518157,113680,61994,293344,460637,105625,249877,528436,376546,73941,50000.0,0.22299999,-1.4262018,2,Non_Poor,Non_Severely_Poor,0,0,0,0,11
138,39597,212183,523245,146575,81952,259833,486256,93559,224993,581854,318086,103867,30000.0,0.22299999,-2.6431148,2,Non_Poor,Non_Severely_Poor,0,0,0,0,9
139,127420,156503,283609,123668,150398,146215,327439,67148,206096,280102,354799,80603,72500.0,0.16699999999999998,-1.1222095,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
140,126750,163488,446355,185007,106617,249965,458049,106969,215266,549929,396925,66680,60000.0,0.27899998,-1.7027245,2,Non_Poor,Non_Severely_Poor,0,0,0,0,3
141,71809,210745,249071,159575,116467,257260,165075,152398,289650,275857,186769,169324,119000.0,0.44599998,-0.6588549,5,Poor,Non_Severely_Poor,0,1,2,0,10
142,131138,288767,269232,232463,137496,363462,213866,206776,201184,378458,442022,207136,180000.0,0.16699999999999998,0.10886447,1,Non_Poor,Non_Severely_Poor,0,2,4,0,25
143,38446,88422,277207,287125,143709,203980,261643,81868,392720,286860,223079,18941,290000.0,0.22299999,2.3880835,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
144,55079,264335,470881,131305,132167,286049,382440,120944,309005,361112,366572,192111,201500.0,0.44599998,-1.6841513,5,Poor,Non_Severely_Poor,0,2,1,0,6
145,46467,189276,520172,165685,47140,400764,380860,92836,82712,525922,500980,119186,20000.0,0.22299999,0.083464727,2,Non_Poor,Non_Severely_Poor,0,0,0,0,3
146,9730,275402,345949,290519,129394,215998,330745,245463,280145,522720,295073,130862,53428.57,0.112,-3.0560777000000003,1,Non_Poor,Non_Severely_Poor,0,0,0,0,1
147,91176,235747,329365,265312,164522,209716,414401,132961,273270,453481,408607,93442,175000.0,0.22299999,-0.91690129,2,Non_Poor,Non_Severely_Poor,0,0,0,0,7
148,16353,143973,729230,32044,13677,225778,653374,28771,17617,425154,757461,28568,42000.0,0.16699999999999998,-1.2977381,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
149,37347,238636,593821,51796,62262,247781,538113,73444,170484,461282,412041,184993,75000.0,0.44599998,-1.655584,5,Poor,Non_Severely_Poor,0,1,3,0,14
150,174796,341033,199009,206762,189402,388671,162639,180888,321627,516181,280245,110747,232857.14,0.16699999999999998,1.5825653,1,Non_Poor,Non_Severely_Poor,0,0,4,1,4
151,57091,294643,378701,191165,88819,316107,335633,181041,179403,477837,389854,181706,52942.859,0.27899998,-1.3010393,2,Non_Poor,Non_Severely_Poor,0,0,1,0,10
152,35564,133495,450578,301963,95307,213620,506062,106611,300457,554615,265419,108309,410000.0,0.38999999,0.20788689,4,Poor,Non_Severely_Poor,0,0,1,0,6
153,133474,123765,123628,310333,171425,129432,292046,98297,342206,322067,184957,72370,157000.0,0.056000002,3.1446953,1,Non_Poor,Non_Severely_Poor,0,0,0,0,2
154,79345,228898,272730,110227,87066,187320,333773,83041,115480,432254,300812,73054,200500.0,0.16699999999999998,0.80580348,1,Non_Poor,Non_Severely_Poor,0,0,1,0,16
155,73084,216634,337743,294139,164455,281922,319554,155669,568801,441984,86488,131527,250000.0,0.33399999,2.5915391,3,Poor,Non_Severely_Poor,0,0,0,0,2
156,45150,192344,535999,148107,41085,262976,472251,145288,37902,444783,554231,191884,250000.0,0.33399999,1.9246629,3,Poor,Non_Severely_Poor,0,1,1,0,3
157,93456,122532,408351,66861,115092,130026,369593,76489,213227,373921,282542,51910,500000.0,0.16699999999999998,2.5670166,1,Non_Poor,Non_Severely_Poor,0,2,4,0,6
158,4089,132525,513424,41162,19354,199288,427493,45065,65593,320188,460973,74846,220571.42,0.16699999999999998,-0.6839034,1,Non_Poor,Non_Severely_Poor,0,0,0,0,3
159,101634,146970,336771,105825,129079,283205,180289,98627,260991,396984,159946,103679,235000.0,0.33399999,2.8421464,3,Poor,Non_Severely_Poor,0,0,1,0,1
160,68632,165249,382914,74405,121914,125476,412652,31158,181732,276326,428813,34729,70000.0,0.44599998,-2.9692245,5,Poor,Non_Severely_Poor,0,0,0,0,3
161,176562,194660,371247,179131,107970,292797,338975,181858,144592,531029,317827,235352,150000.0,0.22299999,-0.24743073,2,Non_Poor,Non_Severely_Poor,0,0,0,0,7
162,6440,156964,376959,150837,31934,211604,347088,100574,200278,413505,175232,132585,,0.50099999,3.5510080000000004,5,Poor,Poor,0,0,1,0,5
163,103583,189696,219673,178248,118258,272180,141925,158837,435809,247773,35872,202146,20000.0,0.27899998,-3.5447986000000005,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
164,113858,178832,217511,180999,137233,184514,247204,122249,251563,329828,204478,135731,382000.0,0.38999999,1.052992,4,Poor,Non_Severely_Poor,0,0,0,0,1
