,r0,r1,r2,r3,r4,r5,r6,r7,g0,g1,g2,g3,g4,g5,g6,g7,b0,b1,b2,b3,b4,b5,b6,b7,total_income_2_b,total_deprivations,Wealth_Index,total_deprivations_2,Poor_MPI,Severely_Poor_MPI,train,truck,car,potted plant,person
902,29938,46513,84891,149862,195519,187984,168743,58150,36330,58900,119301,204414,224672,117524,118725,41734,53521,107636,311549,360918,135081,46307,62782,151006,1500.0,0.27899998,-1.5652026,2,Non_Poor,Non_Severely_Poor,0,0,2,0,3
903,64365,132256,98051,56993,87811,212805,190854,78465,77227,119062,131452,139388,99850,191965,60662,101994,138501,171528,183384,209124,247152,99180,79383,100548,71200.0,0.38999999,-0.038235243,4,Poor,Non_Severely_Poor,0,0,1,0,3
904,55712,93552,152266,139303,220843,71739,32397,155788,5194,92703,192048,172408,214804,57546,13931,172966,20075,149747,237676,302777,206046,65932,23204,223343,140000.0,0.38999999,0.91924769,4,Poor,Non_Severely_Poor,0,0,3,0,5
905,1512,25183,72697,155538,209287,334148,66535,56700,2399,28339,77781,152926,271322,270849,67477,50507,6648,49153,168403,424502,206808,147658,179083,46545,60000.0,0.38999999,-0.76587254,4,Poor,Non_Severely_Poor,0,0,1,0,0
906,26128,74886,131177,161918,73563,143458,252074,58396,72993,174584,117743,76629,80016,291918,48308,59409,212759,245115,134546,113739,347077,73899,26904,74761,53000.0,0.22299999,-0.74066174,2,Non_Poor,Non_Severely_Poor,0,0,3,0,4
907,82158,64601,44613,48214,222042,370906,74605,14461,6829,52838,86215,159306,397947,178413,25281,14771,27911,98408,82659,300164,596261,98006,10394,14997,55000.0,0.38999999,-1.081565,4,Poor,Non_Severely_Poor,0,0,0,0,3
908,60461,101240,107748,158722,171220,177417,63372,81420,66141,124503,131748,148377,128556,179522,68297,74456,92868,131544,157477,186614,341361,181348,81002,56586,107857.14,0.16699999999999998,-0.93731195,1,Non_Poor,Non_Severely_Poor,0,0,0,0,8
909,11184,72518,63361,81021,163149,209596,83594,6777,18486,33155,63293,173203,176143,173048,48457,5415,30171,43289,148888,250421,241512,177340,27600,2379,24000.0,0.44599998,-2.9025309,5,Poor,Non_Severely_Poor,0,0,0,1,9
910,14173,37429,42417,25519,90936,328553,118011,34162,21779,55442,38446,130282,304619,102945,6333,31354,91140,88297,192484,335531,121427,59931,3118,29672,190000.0,0.38999999,4.3100953,4,Poor,Non_Severely_Poor,0,1,2,0,1
911,17084,26354,72304,145764,121259,196044,249825,92966,25216,51208,157413,122540,151576,304244,108839,564,118474,218998,238938,297636,54142,180316,118501,1795,35571.43,0.112,-2.3099957000000004,1,Non_Poor,Non_Severely_Poor,0,0,0,0,1
912,761,15947,37423,61357,250239,186999,125321,13153,4548,24234,37185,107423,357866,148979,9555,1410,11888,26278,65874,223500,408285,169638,13789,2348,53571.43,0.22299999,-2.3551345,2,Non_Poor,Non_Severely_Poor,0,0,0,0,1
913,22184,40238,58980,65242,167015,282108,54341,1092,24444,42134,76750,77509,154181,287194,28359,629,117549,192876,126098,127118,121783,185146,46481,4549,95000.0,0.33399999,2.42256,3,Poor,Non_Severely_Poor,0,1,3,2,3
914,12645,36499,100342,188651,329935,206042,45249,2237,15186,31872,116234,219970,276912,206811,51322,3293,19373,39357,162756,315031,361227,244703,69811,16542,43000.0,0.50099999,-0.56951988,5,Poor,Poor,0,0,5,0,2
915,88,7544,6720,1251,30135,623909,21510,43,1540,11603,2695,48998,613259,12941,164,0,226,8425,7693,164604,736410,4127,115,0,24000.0,0.38999999,-0.96368718,4,Poor,Non_Severely_Poor,0,0,0,0,0
916,167527,141107,131307,87166,86104,166798,114746,26845,119656,128384,125814,96362,107664,165522,135202,42996,136401,187496,129928,142980,211605,153340,206886,60164,0.0,0.056000002,0.34154591,1,Non_Poor,Non_Severely_Poor,0,0,7,0,9
917,16883,34414,38481,65250,195466,316710,219230,35166,16457,47304,71223,170685,325241,215205,42088,33397,50065,191162,256643,332429,161113,113136,53169,71083,1000.0,0.55799997,-4.6255274,5,Poor,Poor,0,0,0,0,4
918,10,1698,23118,43884,65803,277760,356113,153214,8614,47369,94671,162124,362085,153854,36453,56430,51708,129433,230252,266651,341409,64124,58509,86714,70000.0,0.50199997,-3.2262409,5,Poor,Poor,0,0,0,0,0
919,30307,13704,19140,110029,293391,200143,18920,5566,31846,15241,21870,90805,327048,178287,20502,5601,35042,47626,91645,258707,361467,91851,29029,6233,125000.0,0.38999999,1.8399447,4,Poor,Non_Severely_Poor,0,0,0,0,0
920,20374,59955,151550,216775,147387,164014,41062,120483,28183,90920,174012,176146,164759,143575,52447,91558,64359,196243,175143,259027,216790,159288,105374,52576,100000.0,0.22299999,1.4979671,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
921,24217,25013,41142,68234,128457,255120,147326,1691,25389,32569,55461,128933,300492,131129,17188,39,56818,74144,135720,327076,204948,104922,9090,8882,147000.0,0.33399999,0.93753701,3,Poor,Non_Severely_Poor,0,0,0,1,5
922,4471,68489,110446,156572,226020,161731,107214,86657,6900,90259,135435,211128,212963,140070,51370,73475,55456,219560,350981,210819,157679,85356,33766,115183,18000.0,0.33500001,-1.4270846,4,Poor,Non_Severely_Poor,0,0,0,0,4
923,127564,77949,37651,68338,230711,85336,242657,51394,144492,63772,46053,124462,186351,155518,124824,76128,201796,69023,143945,277878,220820,55192,93471,166675,580000.0,0.33399999,3.7385633,3,Poor,Non_Severely_Poor,0,4,8,0,15
924,11289,24475,38375,87692,111448,136104,179393,102424,2342,45328,112357,149467,84395,196010,94693,6608,56091,270397,244001,136374,77642,23263,44584,69248,44000.0,0.50099999,-1.1222095,5,Poor,Poor,0,0,0,1,10
925,1153,25500,129558,230397,177483,249472,85847,22190,4274,80157,217656,165795,235354,163258,35465,19641,112509,234365,314345,299722,140052,96909,12314,18584,235000.0,0.22299999,0.71807873,2,Non_Poor,Non_Severely_Poor,1,0,1,0,1
926,4664,20044,61123,183286,313656,222614,100405,15808,1135,28584,88118,255315,278258,156773,97763,15654,7902,72400,226795,327253,317576,179429,85141,12304,5000.0,0.33500001,-2.4977438,4,Poor,Non_Severely_Poor,0,0,0,1,4
927,46235,63499,85623,182205,180983,123750,149253,90052,44976,76622,143166,224003,100020,153201,90464,89148,102973,208487,311289,222750,75508,142002,83201,82590,50000.0,0.16699999999999998,-0.65135318,1,Non_Poor,Non_Severely_Poor,0,0,0,0,4
928,22934,42825,122455,97349,264059,72555,163666,135757,85111,150347,55407,197749,216180,118744,75375,22687,101501,156733,146386,329769,256228,157130,55241,25812,85000.0,0.33500001,-2.9212182,4,Poor,Non_Severely_Poor,0,0,0,0,2
929,2675,61547,105133,180879,171439,62155,226671,111101,45210,159071,196954,101408,59907,177833,107162,74055,174959,294448,153060,152978,201834,134627,100885,16009,70000.0,0.38999999,-1.0243733,4,Poor,Non_Severely_Poor,0,0,0,0,1
930,275,15940,58007,83765,121596,273724,226794,141499,784,49695,168453,151396,211534,237984,32080,69674,29497,236024,208303,335151,217659,101887,11000,89279,54000.0,0.056000002,-0.27095872,1,Non_Poor,Non_Severely_Poor,0,1,2,0,1
931,11911,41028,64515,150000,303055,232104,116209,2778,22355,55291,124047,144228,242274,204026,109446,19933,74472,176344,195667,248801,334806,28827,165397,4486,355000.0,0.33399999,3.9044757,3,Poor,Non_Severely_Poor,0,1,1,0,6
932,20261,47415,93860,238666,387750,100574,4846,28228,15641,48728,102733,222927,380763,117283,3124,30401,51980,98571,156444,284677,413836,140008,22090,61194,90000.0,0.38999999,-1.4026822,4,Poor,Non_Severely_Poor,0,0,0,3,2
933,16689,40525,112341,104486,109454,184943,53761,69001,21028,61196,107412,106927,165399,132550,23832,72856,43732,108988,196309,280254,136697,35700,24249,95671,150000.0,0.0,1.3280563,1,Non_Poor,Non_Severely_Poor,0,1,0,0,25
934,8017,28071,56615,178578,260689,213216,139097,37317,6616,26133,81519,267517,310851,91255,37259,100450,27221,129635,254700,372465,220743,34684,94435,94917,360000.0,0.16699999999999998,2.6251762000000003,1,Non_Poor,Non_Severely_Poor,0,0,0,0,3
935,34,742,1396,3792,93013,769029,53375,219,116,1294,3233,65390,787880,62874,800,13,310,2257,17887,398278,770140,39403,518,7,100000.0,0.38999999,0.95106876,4,Poor,Non_Severely_Poor,0,0,0,0,0
936,966,28382,82724,136533,404232,195285,31555,41923,1426,37661,88737,158037,379589,181722,29556,44872,10013,54653,116310,281170,435237,257411,31957,42049,135000.0,0.33399999,-1.2271073,3,Poor,Non_Severely_Poor,0,0,1,0,6
937,0,28,735,7737,56771,531725,73283,20921,0,458,22234,53703,519664,54543,19748,20850,22,12170,46872,50709,738971,49861,2177,20818,80000.0,0.056000002,-0.9774242,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
938,26070,16650,55476,196102,144193,108923,76608,67178,35346,64080,196695,128847,63885,115823,25422,61102,182661,155284,159285,182350,64495,68805,48910,59810,295000.0,0.38999999,3.4670699000000003,4,Poor,Non_Severely_Poor,0,0,1,0,2
939,691200,0,0,0,0,0,0,0,691200,0,0,0,0,0,0,0,921600,0,0,0,0,0,0,0,160000.0,0.33399999,-0.27023873,3,Poor,Non_Severely_Poor,0,0,0,0,0
940,3650,1541,250,765,15751,523995,374381,1267,4311,1170,1884,76708,805174,31914,368,71,3724,157651,159926,392835,512504,1784,293,83,85000.0,0.66899997,-0.54895902,5,Poor,Poor,0,0,0,0,0
941,71410,103510,101804,168153,231763,151987,55767,37206,71280,103264,104535,170874,214384,170938,48056,38269,123593,131801,176636,238799,223624,181616,100560,52171,24000.0,0.22299999,-1.4227799,2,Non_Poor,Non_Severely_Poor,0,0,0,0,1
942,15153,36259,54475,83248,128979,125761,239429,7896,51775,79481,107110,70012,72349,254845,50491,5137,146608,140712,115095,264199,64436,109208,76079,5263,131000.0,0.44599998,-3.0903583,5,Poor,Non_Severely_Poor,0,0,0,0,9
943,11124,134359,75480,91155,266471,236240,101959,4812,1928,38030,70208,138827,391441,175446,101438,4282,10300,67145,165463,236862,526126,128635,72032,22237,23000.0,0.16699999999999998,0.50687945,1,Non_Poor,Non_Severely_Poor,0,0,5,0,17
944,30256,51316,76926,110754,215349,248070,142160,46769,37990,69762,104439,136998,181783,304456,47284,38888,108055,134070,214457,375929,216676,134372,10722,34519,120000.0,0.55699998,-0.21812671,5,Poor,Poor,0,0,0,0,2
945,8691,36113,50247,82766,75517,198704,237563,231999,13473,52253,107411,202923,372312,42457,55978,74793,82382,202123,314755,199897,251625,14107,61373,102538,110000.0,0.16699999999999998,0.004977141500000001,1,Non_Poor,Non_Severely_Poor,0,0,1,0,2
946,12506,34636,95954,116118,96842,221175,57657,56312,9695,57152,138008,106727,95711,158781,78662,46464,78832,143251,244384,142629,170288,59424,37094,45698,156714.28,0.16699999999999998,-0.26583803,1,Non_Poor,Non_Severely_Poor,0,0,0,0,4
947,40412,21191,25031,98159,211315,318407,177734,29351,44493,51388,102934,92735,309253,208341,82420,30036,61186,116038,98457,262413,454751,109841,55928,70186,329000.0,0.38999999,3.6584225,4,Poor,Non_Severely_Poor,0,0,0,0,4
948,27012,69177,87630,108771,116882,149858,98137,33733,52968,92140,94961,163981,100215,104148,43255,39532,66877,163653,232578,181645,145395,40771,51388,39293,9000.0,0.38999999,-1.1986579,4,Poor,Non_Severely_Poor,0,0,0,0,7
949,103245,69521,53106,74731,103033,159021,78145,50398,86454,123896,54658,37186,101373,183931,102298,1404,231710,93020,61480,57258,148503,221592,104848,3189,434285.72,0.33399999,7.1138058000000015,3,Poor,Non_Severely_Poor,0,1,2,1,2
950,34364,48666,35431,89762,249236,332451,82985,48705,5460,17755,56918,129453,366646,258017,59865,27486,668,24618,73961,437886,445803,169631,52719,23514,53000.0,0.16699999999999998,0.116781,1,Non_Poor,Non_Severely_Poor,0,0,2,0,0
951,18,3313,44352,85434,144891,352762,143180,147650,250,27588,76670,217766,275161,150056,25374,148735,25785,325881,263862,194324,128630,42715,60784,186819,0.0,0.38999999,-0.49283078,4,Poor,Non_Severely_Poor,0,0,0,0,3
952,809,4702,19759,71624,214002,317553,31255,31496,1321,10667,37140,151226,387082,42780,23466,37518,6386,39146,206856,408017,150585,52616,18118,39876,50000.0,0.056000002,-0.65598279,1,Non_Poor,Non_Severely_Poor,0,2,0,0,10
953,26102,38417,120161,154587,166352,106734,37092,41755,13790,40678,115930,165104,159698,101804,39382,54814,26568,147487,175730,154801,191507,103905,20565,101037,30000.0,0.50199997,-2.5605547000000004,5,Poor,Poor,0,0,0,1,2
954,48535,45919,42595,92296,190061,121720,133762,16312,48514,57036,49850,143521,178077,168747,28680,16775,146971,65614,84306,193109,239187,158188,10039,24186,195000.0,0.16699999999999998,-0.82541418,1,Non_Poor,Non_Severely_Poor,0,0,0,0,3
955,11953,54215,119366,208858,222669,167353,92634,44552,7657,92481,174253,152424,197702,138999,64106,93978,17951,171620,190280,236639,243637,183981,82732,101960,35000.0,0.33399999,0.067511432,3,Poor,Non_Severely_Poor,0,0,0,0,5
956,6966,13819,23816,80480,97338,241812,192239,34730,11297,23214,56309,210042,184424,179264,21942,4708,19496,43417,113723,235398,398487,84039,21788,5252,0.0,0.33399999,1.6470336,3,Poor,Non_Severely_Poor,0,3,1,0,1
957,1650,7261,24641,123724,304812,188364,31984,8764,1268,22832,56040,108415,356284,107392,32180,6789,2652,43019,68448,181546,498730,92081,26519,8605,281000.0,0.38999999,0.67155242,4,Poor,Non_Severely_Poor,0,0,0,0,1
958,78980,120120,105506,111062,183545,163521,115809,43057,83749,140717,109613,227108,131043,68494,85871,75005,153487,177638,320463,252570,60552,37550,178701,47839,50000.0,0.22299999,0.39622328,2,Non_Poor,Non_Severely_Poor,0,1,5,0,20
959,18,4142,31511,132373,175028,152344,327531,98653,7541,114895,175738,162629,245489,185871,29178,259,24637,207855,306301,272374,302270,110114,5147,102,357857.16,0.22299999,-1.1387568,2,Non_Poor,Non_Severely_Poor,0,0,0,0,1
960,1885,26677,82572,85827,225756,126069,86921,55493,6088,79802,88827,151719,153086,111823,53325,46530,59968,151195,143625,214676,126178,119271,74121,32566,230000.0,0.22299999,1.2436311000000002,2,Non_Poor,Non_Severely_Poor,0,0,0,0,1
961,60005,47882,43722,50192,164281,222197,72485,30436,18063,59970,99216,172741,202452,52687,45960,40111,61977,114789,224407,139895,218069,42685,55537,64241,133000.0,0.50199997,-1.3544868,5,Poor,Poor,0,1,0,0,2
962,44843,31441,86639,127226,282967,88394,23871,5819,50839,52594,53444,122926,240380,155163,12616,3238,114241,52537,59949,219470,389704,81271,4294,134,80000.0,0.0,0.11281885,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
963,87688,62569,51335,47447,108397,129037,102031,102696,95026,97331,92454,129876,68810,35590,82686,89427,198251,178082,125094,86770,77737,49058,33989,172619,412000.0,0.22299999,1.1861426000000002,2,Non_Poor,Non_Severely_Poor,0,0,0,1,2
964,25651,119642,146757,89528,59413,147006,57922,45281,45784,144727,119030,82076,52684,134823,68508,43568,148067,166293,139494,113599,145468,98783,67493,42403,,0.33399999,0.63825583,3,Poor,Non_Severely_Poor,0,0,0,0,7
965,381,19064,45321,94463,173549,330694,219170,38958,1975,32439,110414,217404,290199,172124,52465,44580,83175,231892,553796,173999,40068,54506,54543,36821,105000.0,0.33399999,2.991014,3,Poor,Non_Severely_Poor,0,0,0,1,3
966,2908,16296,40043,139931,343712,243966,129874,4870,5250,30722,66449,223312,304885,258796,31414,772,13188,76623,156893,285202,343719,292305,57319,3551,253000.0,0.22299999,-0.47936186,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
967,18882,114370,145354,137723,124424,17624,18873,113950,49144,191201,115116,113412,69505,19195,5144,128483,178828,250696,116852,116340,42145,20892,10463,185384,25000.0,0.27899998,-0.47558084,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
968,23498,89302,77180,56013,75558,290091,263913,46045,10007,83535,102593,95008,263350,160523,138597,67987,101007,177515,156279,334146,137885,171493,21825,128650,151250.0,0.22299999,3.2539485,2,Non_Poor,Non_Severely_Poor,1,1,0,1,6
969,40789,61928,61742,143886,138512,164198,39299,40846,15544,57746,167258,121484,133758,116507,38469,40434,38396,202128,155554,173380,116611,160467,35015,40049,50000.0,0.38999999,-1.1339465,4,Poor,Non_Severely_Poor,0,0,0,0,3
970,63192,67527,60310,61958,152437,157122,78902,49752,63662,50840,64431,66582,187175,183302,30520,44688,129115,85286,78390,175588,253437,144118,16809,38857,107000.0,0.38999999,2.4881132000000004,4,Poor,Non_Severely_Poor,0,0,1,0,4
971,79346,81594,73315,74793,130839,275561,190510,15642,86137,87094,103464,139679,138111,203344,137908,25863,176975,163674,198187,175926,205997,176270,97310,34461,250000.0,0.33399999,3.3048263,3,Poor,Non_Severely_Poor,0,4,8,3,0
972,4608,15581,67624,122953,185666,305360,169179,50629,6013,21627,88152,142628,337466,199887,71535,54292,107600,153348,388078,326808,113679,27429,52146,59712,350000.0,0.38999999,1.8808652,4,Poor,Non_Severely_Poor,0,0,0,0,2
973,2938,40745,118366,114536,83586,168555,277222,115652,4121,72831,200570,100870,90681,151459,274864,26204,101331,298647,152023,166832,173353,60347,143818,132449,153290.72,0.55699998,-0.095080525,5,Poor,Poor,0,1,0,0,13
974,19,6518,131837,129672,290331,279680,83525,18,197,21783,137356,181382,301840,184438,94525,79,3860,91372,390540,324378,168793,168528,80316,1013,95000.0,0.16699999999999998,-0.83061635,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
975,90,3074,30788,134296,217773,219643,56277,29259,253,20390,117966,146258,245224,90927,50954,19228,988,34729,154026,156449,330795,178740,46103,19770,410000.0,0.16699999999999998,1.5803098999999998,1,Non_Poor,Non_Severely_Poor,0,0,0,0,3
976,38239,52254,73558,84988,65550,180428,176516,19667,36668,84558,100451,56225,98817,263234,33104,18143,83746,188295,116169,303759,158565,30896,21893,18277,53000.0,0.33500001,-2.1282556,4,Poor,Non_Severely_Poor,0,1,0,0,5
977,12316,60259,96190,119640,183457,204591,136943,108204,22375,93676,174522,138804,135085,145790,123068,88280,118578,253743,230708,250658,135491,91027,92816,55779,67000.0,0.16699999999999998,2.2946115,1,Non_Poor,Non_Severely_Poor,0,0,0,0,3
978,512,32573,128888,187632,237236,154530,41167,139062,22437,160017,118959,181060,139433,124347,39570,135777,47383,170365,235097,193623,214089,166142,46385,155716,120000.0,0.33399999,-0.71462876,3,Poor,Non_Severely_Poor,1,1,0,2,1
979,6597,26624,38338,46935,150006,344938,77706,56,10715,38204,50929,80157,348148,156131,6883,33,31842,93554,141562,417769,180661,50277,5865,70,30000.0,0.27899998,-1.3696252,2,Non_Poor,Non_Severely_Poor,0,0,0,0,19
980,13177,69552,116079,116934,103978,98587,143239,29654,18083,106837,119968,111738,94465,152944,57766,29399,63312,149281,170624,192901,195078,53853,48521,48030,52500.0,0.38999999,-1.146692,4,Poor,Non_Severely_Poor,0,2,0,0,5
981,28422,76785,68770,93321,186324,185513,128741,153724,39573,126673,179844,200337,78504,68239,73151,155279,310774,321508,146831,71689,26660,46649,126101,178588,328000.0,0.16699999999999998,5.8737097,1,Non_Poor,Non_Severely_Poor,0,1,1,0,0
982,2338,30151,89271,96939,197614,267818,195297,42172,4075,65529,115231,157805,178150,194581,190755,15474,81123,151980,242056,278792,129352,191115,149239,5143,94571.43,0.44599998,-2.0328016,5,Poor,Non_Severely_Poor,0,2,1,0,3
983,40969,76945,77997,199567,164975,114612,153335,93200,43422,95607,117022,180245,141441,154732,91723,97408,76511,159205,168639,270273,274074,139175,26614,114309,40000.0,0.16699999999999998,4.1842475,1,Non_Poor,Non_Severely_Poor,1,0,1,0,2
984,429,1881,12098,64028,237768,308983,63955,2058,1060,4474,35047,127497,346587,167974,6763,1798,1885,19143,126374,429617,292899,34781,13819,3082,45000.0,0.16699999999999998,-1.8341805,1,Non_Poor,Non_Severely_Poor,0,0,0,0,6
985,43327,39266,94979,139363,142431,76095,115885,39854,43854,46724,136046,166631,90585,48457,124966,33937,83478,130885,221080,169775,145693,75945,70758,23986,99142.859,0.50199997,-3.3539467000000003,5,Poor,Poor,0,0,0,0,2
986,11664,47921,126968,193734,122918,50796,75191,62008,9449,64936,194110,113665,117316,54917,62784,74023,79086,282540,126105,108918,118723,51071,6626,148531,107714.28,0.38999999,-1.7099968999999997,4,Poor,Non_Severely_Poor,0,0,0,0,0
987,48141,95214,109768,88868,84308,67547,116603,80751,50029,131317,111473,76630,94540,70937,126516,29758,159113,175656,130881,93497,184922,81566,40947,55018,43000.0,0.61399996,-3.9817615,5,Poor,Poor,0,0,0,1,6
988,13085,56005,92324,100762,264994,231812,161391,1227,42757,88858,70965,106328,237775,273742,79462,21713,143193,110531,134734,315384,284798,188818,29866,21476,100000.0,0.33399999,1.9452744,3,Poor,Non_Severely_Poor,0,0,0,1,2
989,228,8884,116707,315901,90480,18225,115979,24796,10032,109358,80560,248228,83361,4455,79180,76026,112131,99777,93307,337389,77626,4315,101721,95334,96000.0,0.27899998,-2.8991103,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
990,124629,98734,10927,133763,320841,2300,6,0,125713,95463,13262,135128,319619,1991,24,0,129885,90583,20851,179312,496407,4345,209,8,230714.28,0.22299999,0.57321543,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
991,23069,33294,37669,66416,192940,291606,207561,69045,26966,49825,67662,194242,384627,97613,30986,69679,145401,239301,441713,239409,50116,4803,32205,75852,162000.0,0.22299999,-0.56908643,2,Non_Poor,Non_Severely_Poor,0,0,0,0,1
992,9043,62268,51458,97427,194324,83089,102290,91301,37552,58723,100118,168637,110121,116701,20408,78940,60657,160221,256578,165138,96331,83984,33849,64842,200000.0,0.55699998,-1.8625082,5,Poor,Poor,0,0,0,0,2
993,54976,111573,99400,86106,94743,124533,316740,33529,52692,114756,107521,95412,106219,240583,184141,20276,193742,180316,121527,103263,287210,149685,154833,38224,350000.0,0.33399999,1.5795075,3,Poor,Non_Severely_Poor,0,0,0,0,0
994,2270,27750,73007,123411,200042,280717,132101,82302,4384,48992,128326,210187,213419,186156,53863,76273,48310,152287,250955,326230,215685,76211,88955,70167,34000.0,0.55699998,-1.5128012,5,Poor,Poor,0,0,0,1,6
995,4246,25503,80621,135153,140285,198468,100754,6170,7755,57948,101750,121297,148780,202036,48813,2821,16902,96670,170606,186174,294868,138920,13360,4100,41142.855,0.22299999,-1.7914517,2,Non_Poor,Non_Severely_Poor,0,0,0,0,11
996,0,0,0,2,531,72519,603664,14484,0,4,673,36436,610799,42391,880,17,0,20,3932,404484,498327,14359,477,1,252000.0,0.16699999999999998,6.0251374,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
997,1109,16602,43549,114147,199210,256949,187982,102052,8849,66976,67675,146915,314408,240360,47337,29080,124899,201792,283957,232680,180302,99357,51170,54643,30857.143,0.447,-3.5349221,5,Poor,Non_Severely_Poor,0,0,0,1,0
998,7544,33694,74518,108946,81960,253902,308227,52809,14582,72063,103538,191973,204472,218702,112892,3378,73366,106844,297202,247718,207995,230720,56303,8652,10000.0,0.38999999,-0.92067683,4,Poor,Non_Severely_Poor,0,0,0,1,0
999,79,147,12319,66771,351600,258387,1661,236,75,93,5366,85475,431654,161534,6890,113,107,516,47714,314487,423446,133392,1918,20,147000.0,0.44599998,3.3682845,5,Poor,Non_Severely_Poor,0,0,0,0,0
1000,1649,94633,284119,191263,150414,77296,42847,79379,10066,120392,336160,164710,100145,61331,26795,102001,30830,203408,361390,245132,128997,74708,31792,152543,65000.0,0.55699998,3.0441642000000004,5,Poor,Poor,0,0,0,0,0
1001,57603,78113,107559,105759,244325,251628,57108,19505,47634,72102,105421,134430,256483,171975,107188,26367,51512,92139,156383,219202,409752,147484,42551,109777,80000.0,0.0,-0.31618464,1,Non_Poor,Non_Severely_Poor,0,0,0,0,4
1002,101,12357,76906,198118,221598,130942,3388,47790,1030,48622,61824,206141,229769,91865,3930,48019,8298,75819,133824,262106,265809,103247,9505,62992,135000.0,0.77999997,-2.2770588,5,Poor,Poor,0,1,1,0,18
1003,67943,118772,151702,186992,155281,90265,78294,72351,57559,139304,230122,175615,109617,90972,76089,42322,139197,313577,179319,243368,214288,50680,61036,27335,0.0,0.44599998,-3.2325373,5,Poor,Non_Severely_Poor,0,0,0,0,0
1004,307,9877,28235,58774,154988,356465,42822,39732,532,23417,97391,99977,279703,146145,4168,39867,37442,111632,184255,450661,91224,4733,1991,39662,20000.0,0.27899998,-0.68557137,2,Non_Poor,Non_Severely_Poor,0,1,0,0,1
1005,1,8366,18565,5275,18919,403281,235946,847,5179,24365,14380,166259,415202,65616,192,7,5331,28310,40051,491723,343631,12428,120,6,0.0,0.0,2.2912695,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
1006,24269,48960,61893,74096,146051,346628,185047,34656,36258,67875,139467,132917,144575,247947,111025,41536,122111,200084,214556,227350,174776,144685,82652,62586,162000.0,0.38999999,4.0407114,4,Poor,Non_Severely_Poor,0,2,0,0,3
1007,4183,59528,110168,173188,247879,116291,102600,107763,7500,133795,107480,184210,213402,154942,42847,77424,109251,182817,201271,298627,144032,150452,73961,68389,0.0,0.44599998,-1.1564279,5,Poor,Non_Severely_Poor,0,0,0,0,3
1008,61520,75017,112603,202922,111219,9255,11464,107200,55816,83751,126615,200203,98628,6546,9475,110166,71185,135161,217847,224517,88770,23579,12995,147546,228000.0,0.33399999,0.65174216,3,Poor,Non_Severely_Poor,1,0,0,0,6
1009,49217,75002,103123,94285,149240,116261,54296,49776,50407,85444,96978,87485,113601,162974,45607,48704,67306,140299,128849,138602,279645,74860,43675,48364,0.0,0.44599998,0.010271849,5,Poor,Non_Severely_Poor,0,0,0,0,2
1010,51825,50894,106779,131372,103786,249425,213589,13930,77673,134604,150571,85155,89904,236797,125772,21124,236392,159147,173916,205582,154534,214775,75971,8483,155000.0,0.38999999,3.0860937,4,Poor,Non_Severely_Poor,0,2,3,0,1
1011,1192,16918,51686,133406,290260,269688,66696,91754,8341,35760,142229,234921,262988,104584,28453,104324,57215,133700,360053,252586,152337,92039,47922,132948,139000.0,0.33399999,-0.19364192,3,Poor,Non_Severely_Poor,0,0,0,0,18
1012,31884,49816,47276,62271,158936,219752,103503,17762,31340,70850,71849,105805,216408,115742,62340,16866,82547,110434,138622,232784,165775,146266,29374,15798,480000.0,0.16699999999999998,3.9429746,1,Non_Poor,Non_Severely_Poor,0,1,1,0,19
1013,928,28679,58004,138837,218873,215251,125435,135593,8079,39775,102172,196855,175174,282331,116507,707,74783,226085,301827,285631,136619,65048,104113,34694,0.0,0.72499996,-3.4514153,5,Poor,Poor,0,0,0,0,1
1014,9012,27126,97726,87760,58708,269886,104883,36099,12229,49274,115204,108496,192380,114773,41363,57481,34103,92943,176819,285213,150141,87976,22388,72017,33000.0,0.33500001,-0.31937939,4,Poor,Non_Severely_Poor,0,0,0,0,4
1015,15569,65772,86780,97547,161256,161819,256930,75927,17759,89905,113081,129887,146629,227884,172980,23475,120765,139369,156152,175326,261164,295310,61928,18786,73000.0,0.27899998,-0.91433841,2,Non_Poor,Non_Severely_Poor,0,0,0,1,2
1016,30318,51423,59553,108554,188757,417446,23817,41732,23107,63619,66253,128094,373186,196177,24203,46961,52068,88050,116613,362030,450224,64252,4309,91254,30000.0,0.22299999,2.9909594,2,Non_Poor,Non_Severely_Poor,0,0,0,2,4
1017,223639,78467,48158,85399,125076,138463,147412,74986,68190,134364,189520,125548,89056,89335,110239,115348,139089,168692,256138,223218,112478,104160,139963,85062,435000.0,0.33399999,3.6864231,3,Poor,Non_Severely_Poor,0,1,1,0,1
1018,33601,60885,153122,209394,87609,139458,170817,66714,45217,102849,249382,108752,57923,125501,164293,67683,193423,285195,175238,118186,113804,144137,151339,47478,307000.0,0.44599998,-0.16459304,5,Poor,Non_Severely_Poor,0,0,0,0,5
